125000,7,-40,70,0.0585714,-157.0309004,0.0247814
125000,7,-40,210,0.0447624,-157.0309004,0.0288774
125000,7,-40,350,0.0545714,-157.0309004,0.0329734
125000,7,-40,490,0.0512244,-157.0309004,0.0370694
125000,7,-40,630,0.0485714,-157.0309004,0.0411654
125000,7,-40,770,0.0487014,-157.0309004,0.0452614
125000,7,-30,70,0.0471434,-147.0309004,0.0247814
125000,7,-30,210,0.0571434,-147.0309004,0.0288774
125000,7,-30,350,0.0540004,-147.0309004,0.0329734
125000,7,-30,490,0.0538784,-147.0309004,0.0370694
125000,7,-30,630,0.0482544,-147.0309004,0.0411654
125000,7,-30,770,0.0496104,-147.0309004,0.0452614
125000,7,-20,70,0.0457144,-137.0309004,0.0247814
125000,7,-20,210,0.0509524,-137.0309004,0.0288774
125000,7,-20,350,0.0485714,-137.0309004,0.0329734
125000,7,-20,490,0.0444904,-137.0309004,0.0370694
125000,7,-20,630,0.0444444,-137.0309004,0.0411654
125000,7,-20,770,0.0455844,-137.0309004,0.0452614
125000,7,-10,70,0.0000004,-127.0309004,0.0247814
125000,7,-10,210,0.0000004,-127.0309004,0.0288774
125000,7,-10,350,0.0002864,-127.0309004,0.0329734
125000,7,-10,490,0.0016334,-127.0309004,0.0370694
125000,7,-10,630,0.0004764,-127.0309004,0.0411654
125000,7,-10,770,0.0020784,-127.0309004,0.0452614
125000,7,0,70,0.0000004,-117.0309004,0.0247814
125000,7,0,210,0.0000004,-117.0309004,0.0288774
125000,7,0,350,0.0000004,-117.0309004,0.0329734
125000,7,0,490,0.0000004,-117.0309004,0.0370694
125000,7,0,630,0.0000004,-117.0309004,0.0411654
125000,7,0,770,0.0000004,-117.0309004,0.0452614
125000,8,-40,80,0.0525004,-157.0309004,0.0495624
125000,8,-40,240,0.0558334,-157.0309004,0.0577544
125000,8,-40,400,0.0472504,-157.0309004,0.0577544
125000,8,-40,560,0.0517864,-157.0309004,0.0659464
125000,8,-40,720,0.0526394,-157.0309004,0.0741384
125000,8,-40,880,0.0480684,-157.0309004,0.0823304
125000,8,-30,80,0.0475004,-147.0309004,0.0495624
125000,8,-30,240,0.0445834,-147.0309004,0.0577544
125000,8,-30,400,0.0480004,-147.0309004,0.0577544
125000,8,-30,560,0.0505364,-147.0309004,0.0659464
125000,8,-30,720,0.0487504,-147.0309004,0.0741384
125000,8,-30,880,0.0500004,-147.0309004,0.0823304
125000,8,-20,80,0.0400004,-137.0309004,0.0495624
125000,8,-20,240,0.0412504,-137.0309004,0.0577544
125000,8,-20,400,0.0397504,-137.0309004,0.0577544
125000,8,-20,560,0.0380364,-137.0309004,0.0659464
125000,8,-20,720,0.0458334,-137.0309004,0.0741384
125000,8,-20,880,0.0413644,-137.0309004,0.0823304
125000,8,-10,80,0.0000004,-127.0309004,0.0495624
125000,8,-10,240,0.0000004,-127.0309004,0.0577544
125000,8,-10,400,0.0000004,-127.0309004,0.0577544
125000,8,-10,560,0.0000004,-127.0309004,0.0659464
125000,8,-10,720,0.0000004,-127.0309004,0.0741384
125000,8,-10,880,0.0000004,-127.0309004,0.0823304
125000,8,0,80,0.0000004,-117.0309004,0.0495624
125000,8,0,240,0.0000004,-117.0309004,0.0577544
125000,8,0,400,0.0000004,-117.0309004,0.0577544
125000,8,0,560,0.0000004,-117.0309004,0.0659464
125000,8,0,720,0.0000004,-117.0309004,0.0741384
125000,8,0,880,0.0000004,-117.0309004,0.0823304
125000,9,-40,90,0.0511114,-157.0309004,0.0991234
125000,9,-40,270,0.0507414,-157.0309004,0.0991234
125000,9,-40,450,0.0515564,-157.0309004,0.1155074
