0.04,151.01,0.05
0.04,141.01,0.05
0.01,131.01,0.05
0.00,121.01,0.05
0.00,111.01,0.05
0.05,151.01,0.05
0.04,141.01,0.05
0.01,131.01,0.05
0.00,121.01,0.05
0.00,111.01,0.05
0.04,151.01,0.06
0.05,141.01,0.06
0.01,131.01,0.06
0.00,121.01,0.06
0.00,111.01,0.06
0.05,151.01,0.07
0.04,141.01,0.07
0.01,131.01,0.07
0.00,121.01,0.07
0.00,111.01,0.07
0.04,151.01,0.08
0.04,141.01,0.08
0.00,131.01,0.08
0.00,121.01,0.08
0.00,111.01,0.08
0.05,151.01,0.09
0.04,141.01,0.09
0.00,131.01,0.09
0.00,121.01,0.09
0.00,111.01,0.09
0.05,151.01,0.09
0.04,141.01,0.09
0.00,131.01,0.09
0.00,121.01,0.09
0.00,111.01,0.09
0.05,151.01,0.11
0.04,141.01,0.11
0.00,131.01,0.11
0.00,121.01,0.11
0.00,111.01,0.11
0.04,151.01,0.13
0.04,141.01,0.13
0.00,131.01,0.13
0.00,121.01,0.13
0.00,111.01,0.13
0.05,151.01,0.13
0.04,141.01,0.13
0.00,131.01,0.13
0.00,121.01,0.13
0.00,111.01,0.13
0.04,151.01,0.16
0.02,141.01,0.16
0.00,131.01,0.16
0.00,121.01,0.16
0.00,111.01,0.16
0.04,151.01,0.19
0.04,141.01,0.19
0.00,131.01,0.19
0.00,121.01,0.19
0.00,111.01,0.19
0.05,151.01,0.19
0.03,141.01,0.19
0.01,131.01,0.19
0.00,121.01,0.19
0.00,111.01,0.19
0.05,151.01,0.23
0.04,141.01,0.23
0.00,131.01,0.23
0.00,121.01,0.23
0.00,111.01,0.23
0.05,151.01,0.23
0.03,141.01,0.23
0.01,131.01,0.23
0.00,121.01,0.23
0.00,111.01,0.23
0.04,151.01,0.26
0.04,141.01,0.26
0.00,131.01,0.26
0.00,121.01,0.26
0.00,111.01,0.26
