0.04,157.03,0.02
0.04,147.03,0.02
0.05,137.03,0.02
0.00,127.03,0.02
0.00,117.03,0.02
0.05,157.03,0.02
0.05,147.03,0.02
0.04,137.03,0.02
0.00,127.03,0.02
0.00,117.03,0.02
0.04,157.03,0.03
0.05,147.03,0.03
0.04,137.03,0.03
0.00,127.03,0.03
0.00,117.03,0.03
0.04,157.03,0.03
0.04,147.03,0.03
0.04,137.03,0.03
0.00,127.03,0.03
0.00,117.03,0.03
0.05,157.03,0.04
0.05,147.03,0.04
0.04,137.03,0.04
0.00,127.03,0.04
0.00,117.03,0.04
0.05,157.03,0.04
0.04,147.03,0.04
0.04,137.03,0.04
0.00,127.03,0.04
0.00,117.03,0.04
0.04,157.03,0.04
0.03,147.03,0.04
0.04,137.03,0.04
0.00,127.03,0.04
0.00,117.03,0.04
0.05,157.03,0.05
0.04,147.03,0.05
0.03,137.03,0.05
0.00,127.03,0.05
0.00,117.03,0.05
0.05,157.03,0.05
0.05,147.03,0.05
0.03,137.03,0.05
0.00,127.03,0.05
0.00,117.03,0.05
0.04,157.03,0.06
0.04,147.03,0.06
0.04,137.03,0.06
0.00,127.03,0.06
0.00,117.03,0.06
0.05,157.03,0.07
0.05,147.03,0.07
0.04,137.03,0.07
0.00,127.03,0.07
0.00,117.03,0.07
0.05,157.03,0.08
0.04,147.03,0.08
0.04,137.03,0.08
0.00,127.03,0.08
0.00,117.03,0.08
0.04,157.03,0.09
0.04,147.03,0.09
0.04,137.03,0.09
0.00,127.03,0.09
0.00,117.03,0.09
0.04,157.03,0.09
0.05,147.03,0.09
0.03,137.03,0.09
0.00,127.03,0.09
0.00,117.03,0.09
0.04,157.03,0.11
0.04,147.03,0.11
0.03,137.03,0.11
0.00,127.03,0.11
0.00,117.03,0.11
0.04,157.03,0.13
0.04,147.03,0.13
0.02,137.03,0.13
0.00,127.03,0.13
0.00,117.03,0.13
0.05,157.03,0.13
0.04,147.03,0.13
0.02,137.03,0.13
0.00,127.03,0.13
0.00,117.03,0.13
0.05,157.03,0.14
0.04,147.03,0.14
0.02,137.03,0.14
0.00,127.03,0.14
0.00,117.03,0.14
0.04,157.03,0.16
0.05,147.03,0.16
0.01,137.03,0.16
0.00,127.03,0.16
0.00,117.03,0.16
0.04,157.03,0.19
0.04,147.03,0.19
0.00,137.03,0.19
0.00,127.03,0.19
0.00,117.03,0.19
0.04,157.03,0.23
0.04,147.03,0.23
0.01,137.03,0.23
0.00,127.03,0.23
0.00,117.03,0.23
0.04,157.03,0.23
0.04,147.03,0.23
0.01,137.03,0.23
0.00,127.03,0.23
0.00,117.03,0.23
0.04,157.03,0.26
0.04,147.03,0.26
0.01,137.03,0.26
0.00,127.03,0.26
0.00,117.03,0.26
0.05,157.03,0.29
0.05,147.03,0.29
0.01,137.03,0.29
0.00,127.03,0.29
0.00,117.03,0.29
0.05,157.03,0.33
0.05,147.03,0.33
0.00,137.03,0.33
0.00,127.03,0.33
0.00,117.03,0.33
0.05,157.03,0.39
0.04,147.03,0.39
0.00,137.03,0.39
0.00,127.03,0.39
0.00,117.03,0.39
0.04,157.03,0.39
0.04,147.03,0.39
0.00,137.03,0.39
0.00,127.03,0.39
0.00,117.03,0.39
0.05,157.03,0.46
0.04,147.03,0.46
0.00,137.03,0.46
0.00,127.03,0.46
0.00,117.03,0.46
0.05,157.03,0.52
0.04,147.03,0.52
0.00,137.03,0.52
0.00,127.03,0.52
0.00,117.03,0.52
0.04,157.03,0.52
0.04,147.03,0.52
0.00,137.03,0.52
0.00,127.03,0.52
0.00,117.03,0.52
0.04,157.03,0.66
0.04,147.03,0.66
0.00,137.03,0.66
0.00,127.03,0.66
0.00,117.03,0.66
0.05,157.03,0.79
0.04,147.03,0.79
0.00,137.03,0.79
0.00,127.03,0.79
0.00,117.03,0.79
0.04,157.03,0.79
0.04,147.03,0.79
0.00,137.03,0.79
0.00,127.03,0.79
0.00,117.03,0.79
0.05,157.03,0.92
0.04,147.03,0.92
0.00,137.03,0.92
0.00,127.03,0.92
0.00,117.03,0.92
0.04,157.03,0.92
0.04,147.03,0.92
0.00,137.03,0.92
0.00,127.03,0.92
0.00,117.03,0.92
0.04,157.03,1.05
0.04,147.03,1.05
0.00,137.03,1.05
0.00,127.03,1.05
0.00,117.03,1.05
0.04,154.02,0.01
0.04,144.02,0.01
0.04,134.02,0.01
0.00,124.02,0.01
0.00,114.02,0.01
0.04,154.02,0.01
0.05,144.02,0.01
0.04,134.02,0.01
0.00,124.02,0.01
0.00,114.02,0.01
0.04,154.02,0.01
0.04,144.02,0.01
0.04,134.02,0.01
0.00,124.02,0.01
0.00,114.02,0.01
0.05,154.02,0.01
0.05,144.02,0.01
0.04,134.02,0.01
0.00,124.02,0.01
0.00,114.02,0.01
0.05,154.02,0.02
0.05,144.02,0.02
0.04,134.02,0.02
0.00,124.02,0.02
0.00,114.02,0.02
0.04,154.02,0.02
0.04,144.02,0.02
0.04,134.02,0.02
0.00,124.02,0.02
0.00,114.02,0.02
0.04,154.02,0.02
0.05,144.02,0.02
0.06,134.02,0.02
0.00,124.02,0.02
0.00,114.02,0.02
0.04,154.02,0.02
0.05,144.02,0.02
0.03,134.02,0.02
0.00,124.02,0.02
0.00,114.02,0.02
0.04,154.02,0.02
0.04,144.02,0.02
0.04,134.02,0.02
0.00,124.02,0.02
0.00,114.02,0.02
0.04,154.02,0.03
0.04,144.02,0.03
0.04,134.02,0.03
0.00,124.02,0.03
0.00,114.02,0.03
0.05,154.02,0.03
0.04,144.02,0.03
0.03,134.02,0.03
0.00,124.02,0.03
0.00,114.02,0.03
0.05,154.02,0.04
0.05,144.02,0.04
0.04,134.02,0.04
0.00,124.02,0.04
0.00,114.02,0.04
0.05,154.02,0.04
0.05,144.02,0.04
0.03,134.02,0.04
0.00,124.02,0.04
0.00,114.02,0.04
0.05,154.02,0.04
0.04,144.02,0.04
0.03,134.02,0.04
0.00,124.02,0.04
0.00,114.02,0.04
0.05,154.02,0.05
0.04,144.02,0.05
0.03,134.02,0.05
0.00,124.02,0.05
0.00,114.02,0.05
0.05,154.02,0.06
0.04,144.02,0.06
0.03,134.02,0.06
0.00,124.02,0.06
0.00,114.02,0.06
0.05,154.02,0.06
0.05,144.02,0.06
0.03,134.02,0.06
0.00,124.02,0.06
0.00,114.02,0.06
0.05,154.02,0.07
0.05,144.02,0.07
0.02,134.02,0.07
0.00,124.02,0.07
0.00,114.02,0.07
0.04,154.02,0.08
0.05,144.02,0.08
0.01,134.02,0.08
0.00,124.02,0.08
0.00,114.02,0.08
0.05,154.02,0.09
0.05,144.02,0.09
0.01,134.02,0.09
0.00,124.02,0.09
0.00,114.02,0.09
0.04,154.02,0.11
0.04,144.02,0.11
0.01,134.02,0.11
0.00,124.02,0.11
0.00,114.02,0.11
0.05,154.02,0.11
0.05,144.02,0.11
0.01,134.02,0.11
0.00,124.02,0.11
0.00,114.02,0.11
0.04,154.02,0.13
0.04,144.02,0.13
0.01,134.02,0.13
0.00,124.02,0.13
0.00,114.02,0.13
0.04,154.02,0.14
0.04,144.02,0.14
0.01,134.02,0.14
0.00,124.02,0.14
0.00,114.02,0.14
0.05,154.02,0.16
0.05,144.02,0.16
0.00,134.02,0.16
0.00,124.02,0.16
0.00,114.02,0.16
0.04,154.02,0.19
0.05,144.02,0.19
0.00,134.02,0.19
0.00,124.02,0.19
0.00,114.02,0.19
0.05,154.02,0.19
0.05,144.02,0.19
0.00,134.02,0.19
0.00,124.02,0.19
0.00,114.02,0.19
0.04,154.02,0.23
0.05,144.02,0.23
0.00,134.02,0.23
0.00,124.02,0.23
0.00,114.02,0.23
0.04,154.02,0.26
0.04,144.02,0.26
0.00,134.02,0.26
0.00,124.02,0.26
0.00,114.02,0.26
0.04,154.02,0.26
0.04,144.02,0.26
0.00,134.02,0.26
0.00,124.02,0.26
0.00,114.02,0.26
0.04,154.02,0.33
0.05,144.02,0.33
0.00,134.02,0.33
0.00,124.02,0.33
0.00,114.02,0.33
0.04,154.02,0.39
0.04,144.02,0.39
0.00,134.02,0.39
0.00,124.02,0.39
0.00,114.02,0.39
0.05,154.02,0.39
0.04,144.02,0.39
0.00,134.02,0.39
0.00,124.02,0.39
0.00,114.02,0.39
0.05,154.02,0.46
0.04,144.02,0.46
0.01,134.02,0.46
0.00,124.02,0.46
0.00,114.02,0.46
0.05,154.02,0.46
0.04,144.02,0.46
0.00,134.02,0.46
0.00,124.02,0.46
0.00,114.02,0.46
0.05,154.02,0.52
0.04,144.02,0.52
0.00,134.02,0.52
0.00,124.02,0.52
0.00,114.02,0.52
0.06,151.01,0.00
0.04,141.01,0.00
0.04,131.01,0.00
0.00,121.01,0.00
0.00,111.01,0.00
0.05,151.01,0.00
0.05,141.01,0.00
0.05,131.01,0.00
0.00,121.01,0.00
0.00,111.01,0.00
0.04,151.01,0.00
0.05,141.01,0.00
0.05,131.01,0.00
0.00,121.01,0.00
0.00,111.01,0.00
0.04,151.01,0.00
0.04,141.01,0.00
0.04,131.01,0.00
0.00,121.01,0.00
0.00,111.01,0.00
0.05,151.01,0.01
0.05,141.01,0.01
0.04,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.04,151.01,0.01
0.04,141.01,0.01
0.04,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.04,151.01,0.01
0.05,141.01,0.01
0.05,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.05,151.01,0.01
0.05,141.01,0.01
0.03,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.05,151.01,0.01
0.04,141.01,0.01
0.04,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.04,151.01,0.01
0.04,141.01,0.01
0.04,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.05,151.01,0.01
0.05,141.01,0.01
0.04,131.01,0.01
0.00,121.01,0.01
0.00,111.01,0.01
0.05,151.01,0.02
0.05,141.01,0.02
0.04,131.01,0.02
0.00,121.01,0.02
0.00,111.01,0.02
0.05,151.01,0.02
0.05,141.01,0.02
0.03,131.01,0.02
0.00,121.01,0.02
0.00,111.01,0.02
0.04,151.01,0.02
0.05,141.01,0.02
0.02,131.01,0.02
0.00,121.01,0.02
0.00,111.01,0.02
0.04,151.01,0.02
0.04,141.01,0.02
0.03,131.01,0.02
0.00,121.01,0.02
0.00,111.01,0.02
0.05,151.01,0.03
0.04,141.01,0.03
0.03,131.01,0.03
0.00,121.01,0.03
0.00,111.01,0.03
0.04,151.01,0.03
0.04,141.01,0.03
0.03,131.01,0.03
0.00,121.01,0.03
0.00,111.01,0.03
0.04,151.01,0.03
0.04,141.01,0.03
0.03,131.01,0.03
0.00,121.01,0.03
0.00,111.01,0.03
0.05,151.01,0.04
0.05,141.01,0.04
0.01,131.01,0.04
0.00,121.01,0.04
0.00,111.01,0.04
0.04,151.01,0.04
0.04,141.01,0.04
0.00,131.01,0.04
0.00,121.01,0.04
0.00,111.01,0.04
