id,sensor_id,server_timestamp,timestamp,gps_lat,gps_lng,gps_alt,batt_v,pressure,humidity,temperature,pm1.0,pm2.5,pm10
226597,66,1480482588,1480482492,48.8465,2.3534,60,null,1030,8.7,23.2,17,20,21
226605,66,1480482685,1480482589,48.8465,2.3534,60,null,1029.9,8.6,23.1,16,19,19
226611,66,1480482877,1480482687,48.8465,2.3534,60,null,1029.9,8.6,23.1,14,17,18
226625,66,1480482973,1480482877,48.8465,2.3534,60,null,1029.9,8.6,23.1,15,17,17
226631,66,1480483069,1480482973,48.8465,2.3534,60,null,1029.8,8.6,23.1,13,16,18
226637,66,1480483166,1480483070,48.8465,2.3534,60,null,1029.8,8.6,23.1,14,16,18
226645,66,1480483262,1480483166,48.8465,2.3534,60,null,1029.8,8.6,23.1,15,17,18
226651,66,1480483358,1480483262,48.8465,2.3534,60,null,1030,8.6,23.1,15,17,19
226657,66,1480483454,1480483358,48.8465,2.3534,60,null,1030.1,8.6,23.1,13,15,16
226665,66,1480483550,1480483454,48.8465,2.3534,60,null,1030.2,8.6,23.1,14,16,17
226671,66,1480483646,1480483550,48.8465,2.3534,60,null,1030.2,8.6,23.1,14,17,19
226677,66,1480483743,1480483647,48.8465,2.3534,60,null,1030.1,8.6,23.1,14,16,18
226685,66,1480483839,1480483743,48.8465,2.3534,60,null,1030,8.6,23.1,14,17,18
226691,66,1480483935,1480483839,48.8465,2.3534,60,null,1030,8.6,23.1,14,16,17
226697,66,1480484031,1480483935,48.8465,2.3534,60,null,1029.9,8.6,23.1,13,16,17
226705,66,1480484127,1480484031,48.8465,2.3534,60,null,1029.8,8.6,23.1,13,16,18
226711,66,1480484224,1480484128,48.8465,2.3534,60,null,1029.7,8.7,23.2,13,17,null
226716,66,1480484320,1480484224,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,16,16
226724,66,1480484416,1480484320,48.8465,2.3534,60,null,1029.8,8.6,23,13,16,18
226730,66,1480484512,1480484416,48.8465,2.3534,60,null,1029.7,8,23.1,14,16,19
226736,66,1480484608,1480484512,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,15,17
226742,66,1480484704,1480484608,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,16,17
226750,66,1480484801,1480484705,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,16,17
226756,66,1480484897,1480484801,48.8465,2.3534,60,null,1029.7,8.6,23.1,14,16,18
226762,66,1480484993,1480484897,48.8465,2.3534,60,null,1029.7,8.6,23.1,14,16,17
226770,66,1480485089,1480484993,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,15,17
226776,66,1480485282,1480485089,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,15,17
226790,66,1480485378,1480485282,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,16,19
226796,66,1480485474,1480485378,48.8465,2.3534,60,null,1029.6,8.6,23.1,15,17,18
226802,66,1480485570,1480485474,48.8465,2.3534,60,null,1029.6,null,23.1,13,16,16
226809,66,1480485666,1480485570,48.8465,2.3534,60,null,1029.5,8.6,23.1,14,16,18
226815,66,1480485763,1480485666,48.8465,2.3534,60,null,1029.5,8.6,23.1,14,16,17
226821,66,1480485859,1480485763,48.8465,2.3534,60,null,1029.5,8.6,23.1,14,16,18
226828,66,1480485955,1480485859,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,17,17
226834,66,1480486051,1480485955,48.8465,2.3534,60,null,1029.3,8.6,23.1,13,16,18
226840,66,1480486147,1480486051,48.8465,2.3534,60,null,1029.2,8.6,23.1,14,16,16
226849,66,1480486243,1480486147,48.8465,2.3534,60,null,1029.1,8.6,23.1,14,16,null
226854,66,1480486339,1480486243,48.8465,2.3534,60,null,1029.1,8.6,23.1,13,16,17
226860,66,1480486436,1480486340,48.8465,2.3534,60,null,1029.2,8.6,23,13,16,17
226868,66,1480486532,1480486436,48.8465,2.3534,60,null,1029.2,8.6,23,12,15,16
226874,66,1480486628,1480486532,48.8465,2.3534,60,null,1029.2,8.6,23,12,14,16
226880,66,1480486724,1480486628,48.8465,2.3534,60,null,1029.2,8.6,23,13,15,18
226888,66,1480486820,1480486724,48.8465,2.3534,60,null,1029.2,8.6,23.1,14,15,16
226894,66,1480486917,1480486821,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,16,16
226900,66,1480487013,1480486917,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,16,16
226907,66,1480487109,1480487013,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,16,null
226913,66,1480487205,1480487109,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,17,19
226919,66,1480487301,1480487205,48.8465,2.3534,60,null,1029.3,8.6,23.1,14,17,18
226925,66,1480487398,1480487301,48.8465,2.3534,60,null,1029.3,8.6,23.1,15,18,20
226932,66,1480487494,1480487398,48.8465,2.3534,60,null,1029.4,8.6,23.1,13,15,16
226938,66,1480487590,1480487494,48.8465,2.3534,60,null,1029.5,0.6,23.1,13,15,16
226944,66,1480487686,1480487590,48.8465,2.3534,60,null,1029.6,8.6,23,14,16,17
226953,66,1480487782,1480487686,48.8465,2.3534,60,null,1029.7,8.6,23,12,15,16
226959,66,1480487878,1480487782,48.8465,2.3534,60,null,1029.7,8,23.1,15,17,19
226965,66,1480487975,1480487879,48.8465,2.3534,60,null,1029.7,8.6,23.1,13,15,17
226973,66,1480488071,1480487975,48.8465,2.3534,60,null,1029.6,8.6,23.1,14,16,17
226979,66,1480488167,1480488071,48.8465,2.3534,60,null,1029.5,8.6,23.1,14,17,18
226985,66,1480488263,1480488167,48.8465,2.3534,60,null,1029.5,8.6,23,14,17,19
226993,66,1480488359,1480488263,48.8465,2.3534,60,null,1029.6,8.6,23.1,13,16,18
226999,66,1480488455,1480488360,48.8465,2.3534,60,null,1029.7,null,23.1,13,16,17
227004,66,1480488552,1480488456,48.8465,2.3534,60,null,1029.8,8.6,23.1,15,17,18
227012,66,1480488648,1480488552,48.8465,2.3534,60,null,1029.8,8.6,23.1,14,17,18
227018,66,1480488744,1480488648,48.8465,2.3534,60,null,1029.8,8.6,23.1,15,17,18
227024,66,1480488840,1480488744,48.8465,2.3534,60,null,1029.8,8.6,23.1,15,17,19
227032,66,1480488936,1480488840,48.8465,2.3534,60,null,1029.9,null,23.1,15,16,18
227037,66,1480489033,1480488937,48.8465,2.3534,60,null,1029.9,8.6,23.1,14,16,null
227042,66,1480489129,1480489033,48.8465,2.3534,60,null,1030.1,8.6,23,15,17,19
227050,66,1480489225,1480489129,48.8465,2.3534,60,null,1030.1,8.6,23,14,16,18
227056,66,1480489321,1480489225,48.8465,2.3534,60,null,1030.2,8,23,14,17,19
227062,66,1480489417,1480489321,48.8465,2.3534,60,null,1030.2,8.6,23.1,14,16,18
227071,66,1480489513,1480489418,48.8465,2.3534,60,null,1030.3,8.6,23.1,14,17,18
227077,66,1480489610,1480489514,48.8465,2.3534,60,null,1030.2,8.6,23.1,15,17,19
227083,66,1480489706,1480489610,48.8465,2.3534,60,null,1030.2,8.6,23.1,14,17,17
227089,66,1480489802,1480489706,48.8465,2.3534,60,null,1030.3,8,23.1,13,16,19
227097,66,1480489898,1480489802,48.8465,2.3534,60,null,1030.4,null,23.1,14,16,17
227102,66,1480489995,1480489898,48.8465,2.3534,60,null,1030.4,8.6,23.1,15,17,null
227107,66,1480490091,1480489995,48.8465,2.3534,60,null,1030.3,8.6,23.1,15,17,18
227115,66,1480490187,1480490091,48.8465,2.3534,60,null,1030.3,8.6,23.1,15,18,20
227121,66,1480490283,1480490187,48.8465,2.3534,60,null,1030.4,8.6,23.1,15,16,18
227127,66,1480490379,1480490283,48.8465,2.3534,60,null,1030.5,null,23.1,15,17,19
227134,66,1480490475,1480490379,48.8465,2.3534,60,null,1030.6,0.6,23.1,15,18,20
227140,66,1480490571,1480490476,48.8465,2.3534,60,null,1030.6,8.6,23.1,15,18,21
227146,66,1480490668,1480490572,48.8465,2.3534,60,null,1030.7,8.6,23.1,15,17,18
227153,66,1480490764,1480490668,48.8465,2.3534,60,null,1030.6,8.6,23.1,15,18,20
227159,66,1480490860,1480490764,48.8465,2.3534,60,null,1030.6,8.6,23.1,15,18,19
227165,66,1480490956,1480490860,48.8465,2.3534,60,null,1030.8,8.6,23.1,15,17,18
227174,66,1480491052,1480490956,48.8465,2.3534,60,null,1030.7,8.6,23,15,18,21
227180,66,1480491149,1480491053,48.8465,2.3534,60,null,1030.7,8.6,23,16,18,21
227186,66,1480491245,1480491149,48.8465,2.3534,60,null,1030.8,8.5,22.9,16,18,20
227194,66,1480491341,1480491245,48.8465,2.3534,60,null,1030.8,null,22.9,16,19,21
227199,66,1480491437,1480491341,48.8465,2.3534,60,null,1030.9,8.6,23,16,18,20
227205,66,1480491533,1480491437,48.8465,2.3534,60,null,1030.9,8.6,23,16,18,19
227213,66,1480491630,1480491534,48.8465,2.3534,60,null,1031.1,8.6,23.1,16,18,21
227219,66,1480491726,1480491630,48.8465,2.3534,60,null,1031.1,8.6,23,16,18,19
227225,66,1480491822,1480491726,48.8465,2.3534,60,null,1031.1,8.6,23.1,15,17,19
227232,66,1480491918,1480491824,48.8465,2.3534,60,null,1031.1,8.6,23.1,16,18,21
227238,66,1480492014,1480491918,48.8465,2.3534,60,null,1031.2,8.6,23,16,18,null
227243,66,1480492110,1480492015,48.8465,2.3534,60,null,1031.2,8.6,23,16,20,22
227249,66,1480492207,1480492111,48.8465,2.3534,60,null,1031.2,8.6,23.1,16,20,21
227258,66,1480492303,1480492207,48.8465,2.3534,60,null,1031.2,8.6,23.1,16,19,21
227264,66,1480492399,1480492303,48.8465,2.3534,60,null,1031.1,8.6,23.1,16,19,21
227270,66,1480492495,1480492399,48.8465,2.3534,60,null,1031.1,8.6,23.1,17,20,23
227278,66,1480492591,1480492495,48.8465,2.3534,60,null,1031.1,8.6,23,16,19,20
227284,66,1480492688,1480492592,48.8465,2.3534,60,null,1031.2,8.6,23,16,20,22
227290,66,1480492784,1480492688,48.8465,2.3534,60,null,1031.2,8.6,23,17,19,21
227298,66,1480492880,1480492786,48.8465,2.3534,60,null,1031.2,8.6,23.1,16,19,21
227304,66,1480492976,1480492880,48.8465,2.3534,60,null,1031.2,8.6,23.1,18,21,22
227310,66,1480493072,1480492976,48.8465,2.3534,60,null,1031.1,8.6,23.1,19,22,22
227318,66,1480493169,1480493073,48.8465,2.3534,60,null,1031.1,8,23.1,17,21,23
227324,66,1480493265,1480493169,48.8465,2.3534,60,null,1031.2,8.6,23.1,16,19,21
227330,66,1480493361,1480493265,48.8465,2.3534,60,null,1031.2,8.6,23.1,18,21,22
227338,66,1480493457,1480493361,48.8465,2.3534,60,null,1031.3,8.6,23,17,21,22
227344,66,1480493553,1480493457,48.8465,2.3534,60,null,1031.3,8.6,23,18,21,23
227350,66,1480493650,1480493554,48.8465,2.3534,60,null,1031.3,8.6,23.1,18,22,24
227358,66,1480493746,1480493650,48.8465,2.3534,60,null,1031.3,8.6,23,17,21,22
227364,66,1480493842,1480493746,48.8465,2.3534,60,null,1031.3,8.6,23.1,17,21,null
227369,66,1480493938,1480493842,48.8465,2.3534,60,null,1031.2,8.6,23.1,18,21,22
227376,66,1480494034,1480493938,48.8465,2.3534,60,null,1031.2,8.6,23.1,17,20,22
227382,66,1480494131,1480494035,48.8465,2.3534,60,null,1031.2,8,23.1,18,22,23
227388,66,1480494227,1480494131,48.8465,2.3534,60,null,1031.2,8.6,23.1,18,22,23
227397,66,1480494323,1480494227,48.8465,2.3534,60,null,1031.2,8.6,23.1,18,22,23
227403,66,1480494419,1480494323,48.8465,2.3534,60,null,1031.3,8.6,23.1,17,20,22
227409,66,1480494515,1480494419,48.8465,2.3534,60,null,1031.2,8.6,23.1,19,22,25
227417,66,1480494611,1480494515,48.8465,2.3534,60,null,1031.2,8.6,23,17,21,23
227423,66,1480494708,1480494612,48.8465,2.3534,60,null,1031.3,8.6,23.1,18,21,23
227429,66,1480494804,1480494708,48.8465,2.3534,60,null,1031.3,0.6,23.1,18,21,22
227435,66,1480494900,1480494804,48.8465,2.3534,60,null,1031.4,8.6,23.1,18,21,23
227443,66,1480494996,1480494900,48.8465,2.3534,60,null,1031.4,8.6,23,17,20,22
227449,66,1480495092,1480494996,48.8465,2.3534,60,null,1031.3,8.6,23.1,19,23,25
227455,66,1480495189,1480495093,48.8465,2.3534,60,null,1031.2,8.6,23.1,19,22,23
227463,66,1480495285,1480495189,48.8465,2.3534,60,null,1031.3,0.6,23,19,22,null
227468,66,1480495381,1480495285,48.8465,2.3534,60,null,1031.3,8.6,23.1,18,21,null
227473,66,1480495477,1480495381,48.8465,2.3534,60,null,1031.3,8.6,23.1,19,22,23
227481,66,1480495573,1480495477,48.8465,2.3534,60,null,1031.2,8.6,23,19,22,24
227487,66,1480495670,1480495574,48.8465,2.3534,60,null,1031.2,8.6,23,19,22,25
227493,66,1480495766,1480495670,48.8465,2.3534,60,null,1031.2,8.6,23,18,22,25
227501,66,1480495862,1480495766,48.8465,2.3534,60,null,1031.2,8.6,23,18,22,24
227507,66,1480495959,1480495862,48.8465,2.3534,60,null,1031.2,8.6,23.1,19,21,23
227513,66,1480496055,1480495958,48.8465,2.3534,60,null,1031.3,8.6,23,18,21,23
227521,66,1480496150,1480496055,48.8465,2.3534,60,null,1031.3,null,23,18,21,24
227526,66,1480496247,1480496151,48.8465,2.3534,60,null,1031.4,8.6,23.1,19,22,23
227532,66,1480496343,1480496247,48.8465,2.3534,60,null,1031.4,8.6,23,19,23,null
227539,66,1480496439,1480496343,48.8465,2.3534,60,null,1031.3,8.6,23.1,19,22,24
227545,66,1480496535,1480496439,48.8465,2.3534,60,null,1031.4,8.6,23.1,17,22,24
227551,66,1480496631,1480496535,48.8465,2.3534,60,null,1031.4,8.6,23,20,23,25
227559,66,1480496728,1480496632,48.8465,2.3534,60,null,1031.4,8.6,23.1,18,22,null
227564,66,1480496824,1480496728,48.8465,2.3534,60,null,1031.3,8.6,23.1,19,22,null
227569,66,1480496920,1480496824,48.8465,2.3534,60,null,1031.4,8.6,23,19,21,23
227577,66,1480497016,1480496920,48.8465,2.3534,60,null,1031.4,8,23,18,21,22
227583,66,1480497112,1480497016,48.8465,2.3534,60,null,1031.4,8.6,23,18,21,24
227589,66,1480497209,1480497113,48.8465,2.3534,60,null,1031.5,8.6,23,19,21,22
227595,66,1480497305,1480497209,48.8465,2.3534,60,null,1031.5,8.6,23,18,22,null
227602,66,1480497401,1480497305,48.8465,2.3534,60,null,1031.6,8.6,23,18,21,23
227608,66,1480497497,1480497401,48.8465,2.3534,60,null,1031.6,8.6,23,18,21,22
227614,66,1480497593,1480497497,48.8465,2.3534,60,null,1031.6,null,23,19,22,23
227622,66,1480497690,1480497594,48.8465,2.3534,60,null,1031.6,8.6,23,19,23,null
227627,66,1480497786,1480497690,48.8465,2.3534,60,null,1031.6,8.6,23,19,22,24
227633,66,1480497885,1480497786,48.8465,2.3534,60,null,1031.6,8.6,23,19,22,23
227642,66,1480497978,1480497882,48.8465,2.3534,60,null,1031.6,8.6,23.1,17,22,26
227648,66,1480498074,1480497978,48.8465,2.3534,60,null,1031.6,8.6,23.1,18,21,23
227654,66,1480498171,1480498075,48.8465,2.3534,60,null,1031.6,8.6,23,18,22,23
227662,66,1480498267,1480498171,48.8465,2.3534,60,null,1031.7,8.6,23,18,22,24
227668,66,1480498363,1480498267,48.8465,2.3534,60,null,1031.7,8.6,23,20,22,26
227674,66,1480498459,1480498363,48.8465,2.3534,60,null,1031.6,8.6,23,19,23,26
227682,66,1480498555,1480498459,48.8465,2.3534,60,null,1031.7,8.6,23,20,23,25
227688,66,1480498652,1480498556,48.8465,2.3534,60,null,1031.7,8.6,23,19,23,24
227694,66,1480498748,1480498652,48.8465,2.3534,60,null,1031.7,8.6,23,18,21,23
227702,66,1480498844,1480498748,48.8465,2.3534,60,null,1031.8,8.6,23,19,22,24
227708,66,1480498940,1480498844,48.8465,2.3534,60,null,1031.8,8.6,23,18,21,22
227714,66,1480499036,1480498940,48.8465,2.3534,60,null,1031.8,8.6,23,18,22,24
227724,66,1480499133,1480499037,48.8465,2.3534,60,null,1031.8,8.6,23,20,24,27
227730,66,1480499229,1480499133,48.8465,2.3534,60,null,1031.9,8.4,22.7,21,25,27
227736,66,1480499325,1480499229,48.8465,2.3534,60,null,1031.8,8.2,22.5,23,28,30
227744,66,1480499421,1480499325,48.8465,2.3534,60,null,1031.8,8,22.4,23,28,30
227750,66,1480499517,1480499421,48.8465,2.3534,60,null,1031.8,8.1,22.3,25,30,32
227756,66,1480499614,1480499518,48.8465,2.3534,60,null,1031.8,8.1,22.3,24,29,31
227763,66,1480499710,1480499614,48.8465,2.3534,60,null,1031.8,8.1,22.3,25,31,null
227769,66,1480499806,1480499710,48.8465,2.3534,60,null,1031.8,8.1,22.3,25,30,32
227775,66,1480499902,1480499806,48.8465,2.3534,60,null,1031.8,8.2,22.4,27,31,36
227781,66,1480499999,1480499903,48.8465,2.3534,60,null,1031.9,8.2,22.3,27,31,33
227789,66,1480500095,1480499999,48.8465,2.3534,60,null,1031.8,8.4,22.4,24,29,31
227795,66,1480500191,1480500095,48.8465,2.3534,60,null,1031.8,9.4,22.5,24,28,32
227801,66,1480500287,1480500191,48.8465,2.3534,60,null,1031.8,9.6,22.6,43,48,51
227810,66,1480500383,1480500288,48.8465,2.3534,60,null,1031.9,9.7,22.6,51,55,57
227816,66,1480500479,1480500384,48.8465,2.3534,60,null,1031.9,null,22.8,22,26,28
227821,66,1480500576,1480500480,48.8465,2.3534,60,null,1031.8,10.1,23.1,21,25,28
227829,66,1480500672,1480500576,48.8465,2.3534,60,null,1031.9,9.4,23.3,21,26,28
227835,66,1480500768,1480500672,48.8465,2.3534,60,null,1031.8,9.6,23.3,21,24,28
227841,66,1480500864,1480500768,48.8465,2.3534,60,null,1031.8,9.6,23.3,21,25,27
227848,66,1480500960,1480500864,48.8465,2.3534,60,null,1031.8,null,23.4,21,25,28
227853,66,1480501057,1480500961,48.8465,2.3534,60,null,1031.8,10.1,23.3,20,24,26
227859,66,1480501153,1480501057,48.8465,2.3534,60,null,1031.7,10.4,23.3,22,27,null
227867,66,1480501249,1480501153,48.8465,2.3534,60,null,1031.7,9.8,23.3,21,25,28
227873,66,1480501345,1480501249,48.8465,2.3534,60,null,1031.7,9.9,23.3,22,27,29
227879,66,1480501442,1480501346,48.8465,2.3534,60,null,1031.6,9.9,23.4,22,26,28
227887,66,1480501538,1480501442,48.8465,2.3534,60,null,1031.7,0.7,23.3,22,26,28
227893,66,1480501634,1480501538,48.8465,2.3534,60,null,1031.6,10,23.4,22,26,29
227899,66,1480501730,1480501634,48.8465,2.3534,60,null,1031.6,10.3,23.4,21,25,28
227907,66,1480501826,1480501730,48.8465,2.3534,60,null,1031.6,9,23.4,21,24,26
227913,66,1480501922,1480501827,48.8465,2.3534,60,null,1031.6,10.3,23.5,22,25,27
227919,66,1480502019,1480501923,48.8465,2.3534,60,null,1031.5,10.3,23.5,22,26,29
227927,66,1480502115,1480502019,48.8465,2.3534,60,null,1031.4,10.5,23.5,21,25,27
227935,66,1480502479,1480502383,48.8465,2.3534,60,null,1031.4,null,23.8,26,30,31
227940,66,1480502575,1480502479,48.8465,2.3534,60,null,1031.4,10.7,23.7,22,25,27
227946,66,1480502669,1480502576,48.8465,2.3534,60,null,null,null,null,21,25,null
227951,66,1480502773,1480502677,48.8465,2.3534,60,null,1031.5,10,23.7,20,25,28
227994,66,1480503936,1480503267,48.8465,2.3534,60,null,1031.4,10.9,23.8,21,26,28
227989,66,1480503936,1480503364,48.8465,2.3534,60,null,1031.3,null,23.8,20,23,26
227983,66,1480503935,1480503459,48.8465,2.3534,60,null,1031.3,11,23.8,20,23,26
227977,66,1480503934,1480503555,48.8465,2.3534,60,null,1031.3,11,23.8,21,25,28
227971,66,1480503933,1480503652,48.8465,2.3534,60,null,1031.3,11,23.8,21,24,27
227965,66,1480503933,1480503748,48.8465,2.3534,60,null,1031.3,11.1,23.9,21,24,26
228005,66,1480503940,1480503844,48.8465,2.3534,60,null,1031.3,11,23.8,21,24,26
228011,66,1480504036,1480503940,48.8465,2.3534,60,null,1031.4,11,23.9,24,27,29
228017,66,1480504132,1480504036,48.8465,2.3534,60,null,1031.3,0.9,23.9,21,24,25
228155,66,1480507765,1480505840,48.8465,2.3534,60,null,1031,9.6,23.8,23,29,30
228149,66,1480507763,1480505938,48.8465,2.3534,60,null,1030.9,9.7,24.1,22,27,29
228143,66,1480507763,1480506037,48.8465,2.3534,60,null,1031,9.3,24.2,26,29,32
228137,66,1480507762,1480506134,48.8465,2.3534,60,null,1030.9,9.3,24.1,23,28,30
228131,66,1480507760,1480506233,48.8465,2.3534,60,null,1030.9,9.5,24.4,22,27,29
228125,66,1480507759,1480506331,48.8465,2.3534,60,null,1030.8,9.6,24.6,23,27,30
228119,66,1480507758,1480506430,48.8465,2.3534,60,null,1030.8,9.5,24.5,24,29,30
228113,66,1480507757,1480506528,48.8465,2.3534,60,null,1030.8,9.5,24.4,22,27,31
228107,66,1480507757,1480506625,48.8465,2.3534,60,null,1030.7,9.4,24.3,22,27,29
228101,66,1480507755,1480506723,48.8465,2.3534,60,null,1030.7,9.4,24.3,24,28,31
228095,66,1480507755,1480506821,48.8465,2.3534,60,null,1030.7,9.5,24.4,22,27,29
228089,66,1480507754,1480506919,48.8465,2.3534,60,null,1030.6,9.5,24.4,25,29,32
228083,66,1480507753,1480507017,48.8465,2.3534,60,null,1030.6,9.4,24.3,30,36,39
228077,66,1480507752,1480507114,48.8465,2.3534,60,null,1030.6,9,23.7,26,31,36
228071,66,1480507752,1480507212,48.8465,2.3534,60,null,1030.6,8.8,23.4,27,32,35
228065,66,1480507751,1480507310,48.8465,2.3534,60,null,1030.6,8.7,23.2,28,33,37
228059,66,1480507750,1480507408,48.8465,2.3534,60,null,1030.6,8.7,23.2,29,35,38
228053,66,1480507749,1480507506,48.8465,2.3534,60,null,1030.6,8.7,23.2,31,37,41
228047,66,1480507748,1480507603,48.8465,2.3534,60,null,1030.7,8.7,23.2,29,35,37
228161,66,1480507797,1480507701,48.8465,2.3534,60,null,1030.7,8.7,23.2,28,33,36
228169,66,1480507895,1480507800,48.8465,2.3534,60,null,1030.6,null,23.2,29,35,37
228341,66,1480518897,1480516816,48.8465,2.3534,60,null,1029.7,13.4,25.2,23,26,30
228335,66,1480518894,1480516913,48.8465,2.3534,60,null,1029.7,13.3,25.2,23,27,29
228329,66,1480518891,1480517011,48.8465,2.3534,60,null,1029.7,13.7,25.3,22,26,27
228323,66,1480518889,1480517384,48.8465,2.3534,60,null,1029.8,13.7,25.2,22,26,29
228317,66,1480518887,1480517482,48.8465,2.3534,60,null,1029.6,13.4,25.1,22,26,27
228311,66,1480518886,1480517581,48.8465,2.3534,60,null,1029.7,13.5,25.2,22,24,25
228305,66,1480518883,1480517679,48.8465,2.3534,60,null,1029.6,13.5,25.2,21,25,28
228299,66,1480518881,1480517778,48.8465,2.3534,60,null,1029.6,13.6,25.2,20,24,28
228293,66,1480518878,1480517876,48.8465,2.3534,60,null,1029.6,13.5,25.2,22,25,27
228287,66,1480518876,1480517975,48.8465,2.3534,60,null,1029.6,13.6,25.1,22,24,26
228281,66,1480518874,1480518074,48.8465,2.3534,60,null,1029.6,13.2,25.1,23,29,32
228275,66,1480518871,1480518172,48.8465,2.3534,60,null,1029.7,14.6,25.1,22,26,27
228269,66,1480518869,1480518271,48.8465,2.3534,60,null,1029.6,13.5,25.2,22,26,28
228263,66,1480518867,1480518370,48.8465,2.3534,60,null,1029.7,13.4,25.1,23,27,28
228257,66,1480518864,1480518468,48.8465,2.3534,60,null,1029.8,13.8,25.2,23,27,33
228411,66,1480522537,1480521221,48.8465,2.3534,60,null,1029.7,13.5,25.6,22,26,28
228405,66,1480522534,1480521320,48.8465,2.3534,60,null,1029.6,13.3,25.5,24,28,31
228399,66,1480522533,1480521419,48.8465,2.3534,60,null,1029.5,12.9,25.5,25,28,30
228393,66,1480522531,1480521518,48.8465,2.3534,60,null,1029.6,13.2,25.5,25,29,31
228387,66,1480522530,1480521616,48.8465,2.3534,60,null,1029.6,13.1,25.5,25,29,33
228381,66,1480522529,1480521715,48.8465,2.3534,60,null,1029.6,13.6,25.6,25,29,33
228423,66,1480522635,1480522537,48.8465,2.3534,60,null,1029.5,9.7,24.8,30,36,41
228431,66,1480523074,1480522977,48.8465,2.3534,60,null,1029.6,9.4,24.2,43,50,53
228440,66,1480523200,1480523103,48.8465,2.3534,60,null,1029.7,9.9,24.3,33,41,44
228452,66,1480524055,1480523957,48.8465,2.3534,60,null,1030,10,24.1,34,40,43
228458,66,1480524153,1480524056,48.8465,2.3534,60,null,1029.9,10.7,24,44,52,55
228466,66,1480524400,1480524303,48.8465,2.3534,60,null,1030,11.1,24.2,77,85,89
228474,66,1480524699,1480524602,48.8465,2.3534,60,null,1029.9,10.5,24.2,38,44,50
228482,66,1480524999,1480524903,48.8465,2.3534,60,null,1029.9,10.2,24.1,35,41,48
228488,66,1480525097,1480525001,48.8465,2.3534,60,null,1029.8,10.3,24.3,71,78,81
228494,66,1480525196,1480525099,48.8465,2.3534,60,null,1029.8,10.4,24.2,48,54,59
228502,66,1480525394,1480525197,48.8465,2.3534,60,null,1029.7,10.7,24.2,40,46,48
228516,66,1480525603,1480525503,48.8465,2.3534,60,null,1029.9,10.6,24.3,44,51,56
228617,66,1480528937,1480525863,48.8465,2.3534,60,null,1029.9,9.4,24.2,37,45,51
228611,66,1480528937,1480526103,48.8465,2.3534,60,null,1029.8,9.3,24.1,45,52,58
228605,66,1480528936,1480526403,48.8465,2.3534,60,null,1029.9,9.5,24.2,44,52,57
228599,66,1480528935,1480526703,48.8465,2.3534,60,null,1029.8,9.9,24,36,42,47
228593,66,1480528934,1480527003,48.8465,2.3534,60,null,1029.9,10.3,24,36,42,48
228587,66,1480528934,1480527303,48.8465,2.3534,60,null,1029.9,9.9,23.9,37,45,49
228581,66,1480528933,1480527603,48.8465,2.3534,60,null,1029.9,10.5,23.9,34,41,45
228575,66,1480528932,1480527903,48.8465,2.3534,60,null,1029.8,10.1,23.8,34,42,44
228569,66,1480528931,1480528203,48.8465,2.3534,60,null,1029.8,10.5,23.6,32,39,45
228563,66,1480528930,1480528503,48.8465,2.3534,60,null,1029.8,10.7,23.7,33,40,50
228557,66,1480528930,1480528601,48.8465,2.3534,60,null,1029.8,11.8,23.9,36,44,47
228551,66,1480528929,1480528700,48.8465,2.3534,60,null,1029.7,10.9,23.9,40,49,53
228545,66,1480528928,1480528798,48.8465,2.3534,60,null,1029.7,10.4,23.8,52,60,62
228623,66,1480528992,1480528896,48.8465,2.3534,60,null,1029.7,10.1,23.9,41,49,51
228632,66,1480529499,1480529102,48.8465,2.3534,60,null,1029.8,9.9,24,69,76,82
228646,66,1480529799,1480529703,48.8465,2.3534,60,null,1029.9,9.9,23.7,38,46,50
228655,66,1480530099,1480530003,48.8465,2.3534,60,null,1030,10.7,23.8,38,46,50
228663,66,1480530399,1480530303,48.8465,2.3534,60,null,1029.9,11.9,24.1,37,44,51
228671,66,1480530699,1480530603,48.8465,2.3534,60,null,1030,12.6,23.9,36,44,49
228679,66,1480530999,1480530903,48.8465,2.3534,60,null,1030,10.5,23.9,37,46,51
228687,66,1480531599,1480531204,48.8465,2.3534,60,null,1030,9.8,23.7,36,45,51
228703,66,1480531899,1480531802,48.8465,2.3534,60,null,1029.8,10.2,24.2,37,44,49
228711,66,1480532199,1480532103,48.8465,2.3534,60,null,1029.8,10.4,24,36,45,53
228717,66,1480532298,1480532201,48.8465,2.3534,60,null,1029.8,10.1,23.9,40,49,53
228733,66,1480532957,1480532616,48.8465,2.3534,60,null,1029.8,10.1,23.6,51,60,null
