type	latitude	longitude	altitude (m)	name
W	48.490899595	-5.150871277	0.0	Px1y1
W	48.490899595	-5.140571594	0.0	Px2y1
W	48.490899595	-5.130271912	0.0	Px3y1
W	48.490899595	-5.119972229	0.0	Px4y1
W	48.490899595	-5.109672546	0.0	Px5y1
W	48.490899595	-5.099372864	0.0	Px6y1
W	48.490899595	-5.089073181	0.0	Px7y1
W	48.490899595	-5.078773499	0.0	Px8y1
W	48.490899595	-5.068473816	0.0	Px9y1
W	48.490899595	-5.058174133	0.0	Px10y1
W	48.490899595	-5.047874451	0.0	Px11y1
W	48.490899595	-5.037574768	0.0	Px12y1
W	48.490899595	-5.027275085	0.0	Px13y1
W	48.490899595	-5.016975403	0.0	Px14y1
W	48.490899595	-5.006675720	0.0	Px15y1
W	48.490899595	-4.996376038	0.0	Px16y1
W	48.490899595	-4.986076355	0.0	Px17y1
W	48.490899595	-4.975776672	0.0	Px18y1
W	48.490899595	-4.965476990	0.0	Px19y1
W	48.490899595	-4.955177307	0.0	Px20y1
W	48.490899595	-4.944877625	0.0	Px21y1
W	48.490899595	-4.934577942	0.0	Px22y1
W	48.490899595	-4.924278259	0.0	Px23y1
W	48.490899595	-4.913978577	0.0	Px24y1
W	48.490899595	-4.903678894	0.0	Px25y1
W	48.490899595	-4.893379211	0.0	Px26y1
W	48.484073135	-5.150871277	0.0	Px1y2
W	48.484073135	-5.140571594	0.0	Px2y2
W	48.484073135	-5.130271912	0.0	Px3y2
W	48.484073135	-5.119972229	0.0	Px4y2
W	48.484073135	-5.109672546	0.0	Px5y2
W	48.484073135	-5.099372864	0.0	Px6y2
W	48.484073135	-5.089073181	0.0	Px7y2
W	48.484073135	-5.078773499	0.0	Px8y2
W	48.484073135	-5.068473816	0.0	Px9y2
W	48.484073135	-5.058174133	0.0	Px10y2
W	48.484073135	-5.047874451	0.0	Px11y2
W	48.484073135	-5.037574768	0.0	Px12y2
W	48.484073135	-5.027275085	0.0	Px13y2
W	48.484073135	-5.016975403	0.0	Px14y2
W	48.484073135	-5.006675720	0.0	Px15y2
W	48.484073135	-4.996376038	0.0	Px16y2
W	48.484073135	-4.986076355	0.0	Px17y2
W	48.484073135	-4.975776672	0.0	Px18y2
W	48.484073135	-4.965476990	0.0	Px19y2
W	48.484073135	-4.955177307	0.0	Px20y2
W	48.484073135	-4.944877625	0.0	Px21y2
W	48.484073135	-4.934577942	0.0	Px22y2
W	48.484073135	-4.924278259	0.0	Px23y2
W	48.484073135	-4.913978577	0.0	Px24y2
W	48.484073135	-4.903678894	0.0	Px25y2
W	48.484073135	-4.893379211	0.0	Px26y2
W	48.477245755	-5.150871277	0.0	Px1y3
W	48.477245755	-5.140571594	0.0	Px2y3
W	48.477245755	-5.130271912	0.0	Px3y3
W	48.477245755	-5.119972229	0.0	Px4y3
W	48.477245755	-5.109672546	0.0	Px5y3
W	48.477245755	-5.099372864	0.0	Px6y3
W	48.477245755	-5.089073181	0.0	Px7y3
W	48.477245755	-5.078773499	0.0	Px8y3
W	48.477245755	-5.068473816	29.0	Px9y3
W	48.477245755	-5.058174133	0.9	Px10y3
W	48.477245755	-5.047874451	0.0	Px11y3
W	48.477245755	-5.037574768	0.0	Px12y3
W	48.477245755	-5.027275085	0.0	Px13y3
