BW      SF  PS   SNR  BER        RSSI          ToA  L
500000  10  10   -30  0.0500002  -141.0103002  0.0413702  2
500000  10  10   -20  0.0120002  -131.0103002  0.0413702  1
500000  10  10   -10  0.0000002  -121.0103002  0.0413702  1
500000  10  10   0    0.0000002  -111.0103002  0.0413702  1
500000  10  30   -40  0.0476672  -151.0103002  0.0495622  2
500000  10  30   -30  0.0463332  -141.0103002  0.0495622  2
500000  10  30   -20  0.0073332  -131.0103002  0.0495622  1
500000  10  30   -10  0.0000002  -121.0103002  0.0495622  1
500000  10  30   0    0.0000002  -111.0103002  0.0495622  1
500000  10  50   -40  0.0496002  -151.0103002  0.0577542  2
500000  10  50   -30  0.0492002  -141.0103002  0.0577542  2
500000  10  50   -20  0.0136002  -131.0103002  0.0577542  1
500000  10  50   -10  0.0000002  -121.0103002  0.0577542  1
500000  10  50   0    0.0000002  -111.0103002  0.0577542  1
500000  10  70   -40  0.0538572  -151.0103002  0.0577542  2
500000  10  70   -30  0.0491432  -141.0103002  0.0577542  2
500000  10  70   -20  0.0102862  -131.0103002  0.0577542  1
500000  10  70   -10  0.0000002  -121.0103002  0.0577542  1
500000  10  70   0    0.0000002  -111.0103002  0.0577542  1
500000  10  90   -40  0.0497782  -151.0103002  0.0659462  2
500000  10  90   -30  0.0501112  -141.0103002  0.0659462  2
500000  10  90   -20  0.0135562  -131.0103002  0.0659462  1
500000  10  90   -10  0.0000002  -121.0103002  0.0659462  1
500000  10  90   0    0.0000002  -111.0103002  0.0659462  1
500000  10  110  -40  0.0513642  -151.0103002  0.0741382  2
500000  10  110  -30  0.0484552  -141.0103002  0.0741382  2
500000  10  110  -20  0.0105452  -131.0103002  0.0741382  1
500000  10  110  -10  0.0000002  -121.0103002  0.0741382  1
500000  10  110  0    0.0000002  -111.0103002  0.0741382  1
500000  11  10   -40  0.0481822  -151.0103002  0.0827392  2
500000  11  10   -30  0.0490912  -141.0103002  0.0827392  2
500000  11  10   -20  0.0000002  -131.0103002  0.0827392  1
500000  11  10   -10  0.0000002  -121.0103002  0.0827392  1
500000  11  10   0    0.0000002  -111.0103002  0.0827392  1
500000  11  30   -40  0.0530302  -151.0103002  0.0991232  2
500000  11  30   -30  0.0442422  -141.0103002  0.0991232  2
500000  11  30   -20  0.0000002  -131.0103002  0.0991232  1
500000  11  30   -10  0.0000002  -121.0103002  0.0991232  1
500000  11  30   0    0.0000002  -111.0103002  0.0991232  1
500000  11  50   -40  0.0509092  -151.0103002  0.0991232  2
500000  11  50   -30  0.0423642  -141.0103002  0.0991232  2
500000  11  50   -20  0.0000002  -131.0103002  0.0991232  1
500000  11  50   -10  0.0000002  -121.0103002  0.0991232  1
500000  11  50   0    0.0000002  -111.0103002  0.0991232  1
500000  11  70   -40  0.0503902  -151.0103002  0.1155072  2
500000  11  70   -30  0.0477922  -141.0103002  0.1155072  2
500000  11  70   -20  0.0016882  -131.0103002  0.1155072  1
500000  11  70   -10  0.0000002  -121.0103002  0.1155072  1
500000  11  70   0    0.0000002  -111.0103002  0.1155072  1
500000  11  90   -40  0.0496972  -151.0103002  0.1318912  2
500000  11  90   -30  0.0474752  -141.0103002  0.1318912  2
500000  11  90   -20  0.0012122  -131.0103002  0.1318912  1
500000  11  90   -10  0.0000002  -121.0103002  0.1318912  1
500000  11  90   0    0.0000002  -111.0103002  0.1318912  1
500000  11  110  -40  0.0511572  -151.0103002  0.1318912  2
500000  11  110  -30  0.0454552  -141.0103002  0.1318912  2
500000  11  110  -20  0.0020662  -131.0103002  0.1318912  1
500000  11  110  -10  0.0000002  -121.0103002  0.1318912  1
500000  11  110  0    0.0000002  -111.0103002  0.1318912  1
500000  12  10   -40  0.0475002  -151.0103002  0.1654782  2
500000  12  10   -30  0.0291672  -141.0103002  0.1654782  2
500000  12  10   -20  0.0000002  -131.0103002  0.1654782  1
500000  12  10   -10  0.0000002  -121.0103002  0.1654782  1
500000  12  10   0    0.0000002  -111.0103002  0.1654782  1
500000  12  30   -40  0.0452782  -151.0103002  0.1982462  2
500000  12  30   -30  0.0469442  -141.0103002  0.1982462  2
500000  12  30   -20  0.0000002  -131.0103002  0.1982462  1
500000  12  30   -10  0.0000002  -121.0103002  0.1982462  1
500000  12  30   0    0.0000002  -111.0103002  0.1982462  1
500000  12  50   -40  0.0521672  -151.0103002  0.1982462  2
500000  12  50   -30  0.0393332  -141.0103002  0.1982462  2
500000  12  50   -20  0.0121672  -131.0103002  0.1982462  1
500000  12  50   -10  0.0000002  -121.0103002  0.1982462  1
500000  12  50   0    0.0000002  -111.0103002  0.1982462  1
500000  12  70   -40  0.0503572  -151.0103002  0.2310142  2
500000  12  70   -30  0.0429762  -141.0103002  0.2310142  2
500000  12  70   -20  0.0000002  -131.0103002  0.2310142  1
500000  12  70   -10  0.0000002  -121.0103002  0.2310142  1
500000  12  70   0    0.0000002  -111.0103002  0.2310142  1
500000  12  90   -40  0.0516672  -151.0103002  0.2310142  2
500000  12  90   -30  0.0339812  -141.0103002  0.2310142  2
500000  12  90   -20  0.0126852  -131.0103002  0.2310142  1
500000  12  90   -10  0.0000002  -121.0103002  0.2310142  1
500000  12  90   0    0.0000002  -111.0103002  0.2310142  1
500000  12  110  -40  0.0483332  -151.0103002  0.2637822  2
500000  12  110  -30  0.0413642  -141.0103002  0.2637822  2
500000  12  110  -20  0.0014392  -131.0103002  0.2637822  1
500000  12  110  -10  0.0029552  -121.0103002  0.2637822  1
500000  12  110  0    0.0000002  -111.0103002  0.2637822  1
