BW, SF, SNR, PS, BER
20800,12,-20,840,0.0000004
20800,12,-20,960,0.0000004
20800,12,-20,1080,0.0000004
20800,12,-20,1200,0.0000004
20800,12,-10,120,0.0000004
20800,12,-10,240,0.0000004
20800,12,-10,360,0.0000004
20800,12,-10,480,0.0000004
20800,12,-10,600,0.0000004
20800,12,-10,720,0.0000004
20800,12,-10,840,0.0000004
20800,12,-10,960,0.0000004
20800,12,-10,1080,0.0000004
20800,12,-10,1200,0.0000004
20800,12,0,120,0.0000004
20800,12,0,240,0.0000004
20800,12,0,360,0.0000004
20800,12,0,480,0.0000004
20800,12,0,600,0.0000004
20800,12,0,720,0.0000004
20800,12,0,840,0.0000004
20800,12,0,960,0.0000004
20800,12,0,1080,0.0000004
20800,12,0,1200,0.0000004
31250,7,-40,70,0.0600004
31250,7,-40,140,0.0450004
31250,7,-40,210,0.0519054
31250,7,-40,280,0.0550004
31250,7,-40,350,0.0560004
31250,7,-40,420,0.0466674
31250,7,-40,490,0.0508164
31250,7,-40,560,0.0523214
31250,7,-40,630,0.0493654
31250,7,-40,700,0.0505714
31250,7,-30,70,0.0400004
31250,7,-30,140,0.0600004
31250,7,-30,210,0.0571434
31250,7,-30,280,0.0510714
31250,7,-30,350,0.0505714
31250,7,-30,420,0.0521434
31250,7,-30,490,0.0475514
31250,7,-30,560,0.0467864
31250,7,-30,630,0.0520634
31250,7,-30,700,0.0497144
31250,7,-20,70,0.0428574
31250,7,-20,140,0.0464294
31250,7,-20,210,0.0514294
31250,7,-20,280,0.0460714
31250,7,-20,350,0.0442864
31250,7,-20,420,0.0480954
31250,7,-20,490,0.0467354
31250,7,-20,560,0.0480364
31250,7,-20,630,0.0442864
31250,7,-20,700,0.0438574
31250,7,-10,70,0.0028574
31250,7,-10,140,0.0042864
31250,7,-10,210,0.0000004
31250,7,-10,280,0.0010714
31250,7,-10,350,0.0037144
31250,7,-10,420,0.0019054
31250,7,-10,490,0.0020414
31250,7,-10,560,0.0019644
31250,7,-10,630,0.0000004
31250,7,-10,700,0.0020004
31250,7,0,70,0.0000004
31250,7,0,140,0.0000004
31250,7,0,210,0.0000004
31250,7,0,280,0.0000004
31250,7,0,350,0.0000004
31250,7,0,420,0.0000004
31250,7,0,490,0.0000004
31250,7,0,560,0.0000004
31250,7,0,630,0.0000004
31250,7,0,700,0.0000004
31250,8,-40,80,0.0550004
31250,8,-40,160,0.0525004
31250,8,-40,240,0.0466674
31250,8,-40,320,0.0490624
31250,8,-40,400,0.0502504
31250,8,-40,480,0.0547924
31250,8,-40,560,0.0510714
31250,8,-40,640,0.0489064
31250,8,-40,720,0.0493064
31250,8,-40,800,0.0532504
31250,8,-30,80,0.0475004
31250,8,-30,160,0.0481254
31250,8,-30,240,0.0495834
31250,8,-30,320,0.0496884
31250,8,-30,400,0.0507504
31250,8,-30,480,0.0510424
31250,8,-30,560,0.0500004
31250,8,-30,640,0.0529694
31250,8,-30,720,0.0479174
31250,8,-30,800,0.0518754
31250,8,-20,80,0.0400004
31250,8,-20,160,0.0393754
31250,8,-20,240,0.0458334
31250,8,-20,320,0.0437504
31250,8,-20,400,0.0417504
31250,8,-20,480,0.0489584
31250,8,-20,560,0.0421434
31250,8,-20,640,0.0450004
31250,8,-20,720,0.0393064
31250,8,-20,800,0.0441254
31250,8,-10,80,0.0000004
31250,8,-10,160,0.0000004
31250,8,-10,240,0.0000004
31250,8,-10,320,0.0000004
31250,8,-10,400,0.0000004
31250,8,-10,480,0.0000004
31250,8,-10,560,0.0000004
31250,8,-10,640,0.0000004
31250,8,-10,720,0.0000004
31250,8,-10,800,0.0000004
31250,8,0,80,0.0000004
31250,8,0,160,0.0000004
31250,8,0,240,0.0000004
31250,8,0,320,0.0000004
31250,8,0,400,0.0000004
31250,8,0,480,0.0000004
31250,8,0,560,0.0000004
31250,8,0,640,0.0000004
31250,8,0,720,0.0000004
31250,8,0,800,0.0000004
31250,9,-40,90,0.0477784
31250,9,-40,180,0.0483334
31250,9,-40,270,0.0522224
31250,9,-40,360,0.0463894
31250,9,-40,450,0.0508894
31250,9,-40,540,0.0500004
31250,9,-40,630,0.0507944
31250,9,-40,720,0.0497224
31250,9,-40,810,0.0511114
31250,9,-40,900,0.0486674
31250,9,-30,90,0.0466674
31250,9,-30,180,0.0461114
31250,9,-30,270,0.0537044
31250,9,-30,360,0.0483334
31250,9,-30,450,0.0477784
31250,9,-30,540,0.0511114
31250,9,-30,630,0.0507944
31250,9,-30,720,0.0475004
31250,9,-30,810,0.0477784
31250,9,-30,900,0.0480004
31250,9,-20,90,0.0266674
31250,9,-20,180,0.0372224
31250,9,-20,270,0.0337044
31250,9,-20,360,0.0247224
31250,9,-20,450,0.0248894
31250,9,-20,540,0.0298154
31250,9,-20,630,0.0249214
31250,9,-20,720,0.0287504
31250,9,-20,810,0.0314814
31250,9,-20,900,0.0322224
31250,9,-10,90,0.0000004
31250,9,-10,180,0.0000004
31250,9,-10,270,0.0000004
31250,9,-10,360,0.0000004
31250,9,-10,450,0.0000004
31250,9,-10,540,0.0000004
31250,9,-10,630,0.0000004
31250,9,-10,720,0.0000004
31250,9,-10,810,0.0000004
31250,9,-10,900,0.0000004
31250,9,0,90,0.0000004
31250,9,0,180,0.0000004
31250,9,0,270,0.0000004
31250,9,0,360,0.0000004
31250,9,0,450,0.0000004
31250,9,0,540,0.0000004
31250,9,0,630,0.0000004
31250,9,0,720,0.0000004
31250,9,0,810,0.0000004
31250,9,0,900,0.0000004
31250,10,-40,100,0.0400004
31250,10,-40,200,0.0525004
31250,10,-40,300,0.0486674
31250,10,-40,400,0.0485004
31250,10,-40,500,0.0496004
31250,10,-40,600,0.0508334
31250,10,-40,700,0.0490004
31250,10,-40,800,0.0512504
31250,10,-40,900,0.0458894
31250,10,-40,1000,0.0487004
31250,10,-30,100,0.0390004
31250,10,-30,200,0.0435004
31250,10,-30,300,0.0510004
31250,10,-30,400,0.0442504
31250,10,-30,500,0.0466004
31250,10,-30,600,0.0485004
31250,10,-30,700,0.0497144
31250,10,-30,800,0.0510004
31250,10,-30,900,0.0500004
31250,10,-30,1000,0.0477004
31250,10,-20,100,0.0100004
31250,10,-20,200,0.0120004
31250,10,-20,300,0.0146674
31250,10,-20,400,0.0065004
31250,10,-20,500,0.0142004
31250,10,-20,600,0.0105004
31250,10,-20,700,0.0118574
31250,10,-20,800,0.0110004
31250,10,-20,900,0.0080004
31250,10,-20,1000,0.0115004
31250,10,-10,100,0.0000004
31250,10,-10,200,0.0000004
31250,10,-10,300,0.0000004
31250,10,-10,400,0.0000004
31250,10,-10,500,0.0000004
31250,10,-10,600,0.0000004
31250,10,-10,700,0.0000004
31250,10,-10,800,0.0000004
31250,10,-10,900,0.0000004
31250,10,-10,1000,0.0000004
31250,10,0,100,0.0000004
31250,10,0,200,0.0000004
31250,10,0,300,0.0000004
31250,10,0,400,0.0000004
31250,10,0,500,0.0000004
31250,10,0,600,0.0000004
31250,10,0,700,0.0000004
31250,10,0,800,0.0000004
31250,10,0,900,0.0000004
31250,10,0,1000,0.0000004
31250,11,-40,110,0.0536364
31250,11,-40,220,0.0550004
31250,11,-40,330,0.0530304
31250,11,-40,440,0.0504554
31250,11,-40,550,0.0492734
31250,11,-40,660,0.0477274
31250,11,-40,770,0.0519484
31250,11,-40,880,0.0506824
31250,11,-40,990,0.0494954
31250,11,-40,1100,0.0490004
31250,11,-30,110,0.0563644
31250,11,-30,220,0.0518184
31250,11,-30,330,0.0506064
31250,11,-30,440,0.0497734
31250,11,-30,550,0.0498184
31250,11,-30,660,0.0495454
31250,11,-30,770,0.0488314
31250,11,-30,880,0.0470454
31250,11,-30,990,0.0487884
31250,11,-30,1100,0.0476364
31250,11,-20,110,0.0000004
31250,11,-20,220,0.0000004
31250,11,-20,330,0.0015154
31250,11,-20,440,0.0000004
31250,11,-20,550,0.0020004
31250,11,-20,660,0.0000004
31250,11,-20,770,0.0000004
31250,11,-20,880,0.0000004
31250,11,-20,990,0.0004044
31250,11,-20,1100,0.0000004
31250,11,-10,110,0.0000004
31250,11,-10,220,0.0000004
31250,11,-10,330,0.0000004
31250,11,-10,440,0.0000004
31250,11,-10,550,0.0000004
31250,11,-10,660,0.0000004
31250,11,-10,770,0.0000004
31250,11,-10,880,0.0000004
31250,11,-10,990,0.0000004
31250,11,-10,1100,0.0000004
31250,11,0,110,0.0000004
31250,11,0,220,0.0000004
31250,11,0,330,0.0000004
31250,11,0,440,0.0000004
31250,11,0,550,0.0000004
31250,11,0,660,0.0000004
31250,11,0,770,0.0000004
31250,11,0,880,0.0000004
31250,11,0,990,0.0000004
31250,11,0,1100,0.0000004
31250,12,-40,120,0.0525004
31250,12,-40,240,0.0491674
31250,12,-40,360,0.0538894
31250,12,-40,480,0.0550004
31250,12,-40,600,0.0491674
31250,12,-40,720,0.0531944
31250,12,-40,840,0.0475004
31250,12,-40,960,0.0500004
31250,12,-40,1080,0.0511114
31250,12,-40,1200,0.0480834
31250,12,-30,120,0.0333334
31250,12,-30,240,0.0454174
31250,12,-30,360,0.0425004
31250,12,-30,480,0.0429174
31250,12,-30,600,0.0455004
31250,12,-30,720,0.0402784
31250,12,-30,840,0.0407144
31250,12,-30,960,0.0445834
31250,12,-30,1080,0.0439814
31250,12,-30,1200,0.0427504
31250,12,-20,120,0.0000004
31250,12,-20,240,0.0000004
31250,12,-20,360,0.0000004
31250,12,-20,480,0.0000004
31250,12,-20,600,0.0000004
31250,12,-20,720,0.0000004
31250,12,-20,840,0.0000004
31250,12,-20,960,0.0000004
31250,12,-20,1080,0.0000004
31250,12,-20,1200,0.0000004
31250,12,-10,120,0.0000004
31250,12,-10,240,0.0000004
31250,12,-10,360,0.0000004
31250,12,-10,480,0.0000004
31250,12,-10,600,0.0000004
31250,12,-10,720,0.0000004
31250,12,-10,840,0.0000004
31250,12,-10,960,0.0000004
31250,12,-10,1080,0.0000004
31250,12,-10,1200,0.0000004
31250,12,0,120,0.0000004
31250,12,0,240,0.0000004
31250,12,0,360,0.0000004
31250,12,0,480,0.0000004
31250,12,0,600,0.0000004
31250,12,0,720,0.0000004
31250,12,0,840,0.0000004
31250,12,0,960,0.0000004
31250,12,0,1080,0.0000004
31250,12,0,1200,0.0000004
41700,7,-40,70,0.0385714
41700,7,-40,140,0.0471434
41700,7,-40,210,0.0480954
41700,7,-40,280,0.0464294
41700,7,-40,350,0.0522864
41700,7,-40,420,0.0509524
41700,7,-40,490,0.0493884
41700,7,-40,560,0.0483934
41700,7,-40,630,0.0474604
41700,7,-40,700,0.0468574
41700,7,-30,70,0.0442864
41700,7,-30,140,0.0478574
41700,7,-30,210,0.0490484
41700,7,-30,280,0.0546434
41700,7,-30,350,0.0508574
41700,7,-30,420,0.0526194
41700,7,-30,490,0.0475514
41700,7,-30,560,0.0494644
41700,7,-30,630,0.0498414
41700,7,-30,700,0.0524294
41700,7,-20,70,0.0514294
41700,7,-20,140,0.0535714
41700,7,-20,210,0.0447624
41700,7,-20,280,0.0471434
41700,7,-20,350,0.0468574
41700,7,-20,420,0.0461904
41700,7,-20,490,0.0440824
41700,7,-20,560,0.0475004
41700,7,-20,630,0.0496834
41700,7,-20,700,0.0425714
41700,7,-10,70,0.0000004
41700,7,-10,140,0.0000004
41700,7,-10,210,0.0000004
41700,7,-10,280,0.0035714
41700,7,-10,350,0.0000004
41700,7,-10,420,0.0023814
41700,7,-10,490,0.0022454
41700,7,-10,560,0.0017864
41700,7,-10,630,0.0015874
41700,7,-10,700,0.0010004
41700,7,0,70,0.0000004
41700,7,0,140,0.0000004
41700,7,0,210,0.0000004
41700,7,0,280,0.0000004
41700,7,0,350,0.0000004
41700,7,0,420,0.0000004
41700,7,0,490,0.0000004
41700,7,0,560,0.0000004
41700,7,0,630,0.0000004
41700,7,0,700,0.0000004
41700,8,-40,80,0.0562504
41700,8,-40,160,0.0525004
41700,8,-40,240,0.0462504
41700,8,-40,320,0.0512504
41700,8,-40,400,0.0557504
41700,8,-40,480,0.0483334
41700,8,-40,560,0.0496434
41700,8,-40,640,0.0507814
41700,8,-40,720,0.0494444
41700,8,-40,800,0.0527504
41700,8,-30,80,0.0475004
41700,8,-30,160,0.0518754
41700,8,-30,240,0.0491674
41700,8,-30,320,0.0531254
41700,8,-30,400,0.0475004
41700,8,-30,480,0.0495834
41700,8,-30,560,0.0508934
41700,8,-30,640,0.0506254
41700,8,-30,720,0.0488894
41700,8,-30,800,0.0487504
41700,8,-20,80,0.0375004
41700,8,-20,160,0.0468754
41700,8,-20,240,0.0454174
41700,8,-20,320,0.0406254
41700,8,-20,400,0.0430004
41700,8,-20,480,0.0379174
41700,8,-20,560,0.0410714
41700,8,-20,640,0.0410944
41700,8,-20,720,0.0416674
41700,8,-20,800,0.0413754
41700,8,-10,80,0.0000004
41700,8,-10,160,0.0000004
41700,8,-10,240,0.0000004
41700,8,-10,320,0.0000004
41700,8,-10,400,0.0000004
41700,8,-10,480,0.0000004
41700,8,-10,560,0.0000004
41700,8,-10,640,0.0000004
41700,8,-10,720,0.0000004
41700,8,-10,800,0.0000004
41700,8,0,80,0.0000004
41700,8,0,160,0.0000004
41700,8,0,240,0.0000004
41700,8,0,320,0.0000004
41700,8,0,400,0.0000004
41700,8,0,480,0.0000004
41700,8,0,560,0.0000004
41700,8,0,640,0.0000004
41700,8,0,720,0.0000004
41700,8,0,800,0.0000004
41700,9,-40,90,0.0511114
41700,9,-40,180,0.0483334
41700,9,-40,270,0.0481484
41700,9,-40,360,0.0494444
41700,9,-40,450,0.0460004
41700,9,-40,540,0.0470374
41700,9,-40,630,0.0495244
41700,9,-40,720,0.0530564
41700,9,-40,810,0.0509884
41700,9,-40,900,0.0495564
41700,9,-30,90,0.0433334
41700,9,-30,180,0.0472224
41700,9,-30,270,0.0522224
41700,9,-30,360,0.0494444
41700,9,-30,450,0.0484444
41700,9,-30,540,0.0474074
41700,9,-30,630,0.0460324
41700,9,-30,720,0.0513894
41700,9,-30,810,0.0482724
41700,9,-30,900,0.0475564
41700,9,-20,90,0.0266674
41700,9,-20,180,0.0277784
41700,9,-20,270,0.0325934
41700,9,-20,360,0.0291674
41700,9,-20,450,0.0322224
41700,9,-20,540,0.0290744
41700,9,-20,630,0.0346034
41700,9,-20,720,0.0254174
41700,9,-20,810,0.0297534
41700,9,-20,900,0.0317784
41700,9,-10,90,0.0000004
41700,9,-10,180,0.0000004
41700,9,-10,270,0.0000004
41700,9,-10,360,0.0000004
41700,9,-10,450,0.0000004
41700,9,-10,540,0.0000004
41700,9,-10,630,0.0000004
41700,9,-10,720,0.0000004
41700,9,-10,810,0.0000004
41700,9,-10,900,0.0000004
41700,9,0,90,0.0000004
41700,9,0,180,0.0000004
41700,9,0,270,0.0000004
41700,9,0,360,0.0000004
41700,9,0,450,0.0000004
41700,9,0,540,0.0000004
41700,9,0,630,0.0000004
41700,9,0,720,0.0000004
41700,9,0,810,0.0000004
41700,9,0,900,0.0000004
41700,10,-40,100,0.0570004
41700,10,-40,200,0.0465004
41700,10,-40,300,0.0543334
41700,10,-40,400,0.0477504
41700,10,-40,500,0.0504004
41700,10,-40,600,0.0493334
41700,10,-40,700,0.0521434
41700,10,-40,800,0.0465004
41700,10,-40,900,0.0512224
41700,10,-40,1000,0.0476004
41700,10,-30,100,0.0450004
41700,10,-30,200,0.0530004
41700,10,-30,300,0.0526674
41700,10,-30,400,0.0447504
41700,10,-30,500,0.0516004
41700,10,-30,600,0.0520004
41700,10,-30,700,0.0480004
41700,10,-30,800,0.0496254
41700,10,-30,900,0.0484444
41700,10,-30,1000,0.0520004
41700,10,-20,100,0.0110004
41700,10,-20,200,0.0090004
41700,10,-20,300,0.0180004
41700,10,-20,400,0.0187504
41700,10,-20,500,0.0092004
41700,10,-20,600,0.0130004
41700,10,-20,700,0.0117144
41700,10,-20,800,0.0131254
41700,10,-20,900,0.0093334
41700,10,-20,1000,0.0097004
41700,10,-10,100,0.0000004
41700,10,-10,200,0.0000004
41700,10,-10,300,0.0000004
41700,10,-10,400,0.0000004
41700,10,-10,500,0.0000004
41700,10,-10,600,0.0000004
41700,10,-10,700,0.0000004
41700,10,-10,800,0.0000004
41700,10,-10,900,0.0000004
41700,10,-10,1000,0.0000004
41700,10,0,100,0.0000004
41700,10,0,200,0.0000004
41700,10,0,300,0.0000004
41700,10,0,400,0.0000004
41700,10,0,500,0.0000004
41700,10,0,600,0.0000004
41700,10,0,700,0.0000004
41700,10,0,800,0.0000004
41700,10,0,900,0.0000004
41700,10,0,1000,0.0000004
41700,11,-40,110,0.0518184
41700,11,-40,220,0.0468184
41700,11,-40,330,0.0515154
41700,11,-40,440,0.0481824
41700,11,-40,550,0.0516364
41700,11,-40,660,0.0531824
41700,11,-40,770,0.0489614
41700,11,-40,880,0.0503414
41700,11,-40,990,0.0494954
41700,11,-40,1100,0.0506364
41700,11,-30,110,0.0609094
41700,11,-30,220,0.0463644
41700,11,-30,330,0.0481824
41700,11,-30,440,0.0500004
41700,11,-30,550,0.0516364
41700,11,-30,660,0.0493944
41700,11,-30,770,0.0472734
41700,11,-30,880,0.0460234
41700,11,-30,990,0.0473744
41700,11,-30,1100,0.0490004
41700,11,-20,110,0.0036364
41700,11,-20,220,0.0000004
41700,11,-20,330,0.0000004
41700,11,-20,440,0.0015914
41700,11,-20,550,0.0000004
41700,11,-20,660,0.0009094
41700,11,-20,770,0.0007794
41700,11,-20,880,0.0000004
41700,11,-20,990,0.0006064
41700,11,-20,1100,0.0000004
41700,11,-10,110,0.0000004
41700,11,-10,220,0.0000004
41700,11,-10,330,0.0000004
41700,11,-10,440,0.0000004
41700,11,-10,550,0.0000004
41700,11,-10,660,0.0000004
41700,11,-10,770,0.0000004
41700,11,-10,880,0.0000004
41700,11,-10,990,0.0000004
41700,11,-10,1100,0.0000004
41700,11,0,110,0.0000004
41700,11,0,220,0.0000004
41700,11,0,330,0.0000004
41700,11,0,440,0.0000004
41700,11,0,550,0.0000004
41700,11,0,660,0.0000004
41700,11,0,770,0.0000004
41700,11,0,880,0.0000004
41700,11,0,990,0.0000004
41700,11,0,1100,0.0000004
41700,12,-40,120,0.0491674
41700,12,-40,240,0.0512504
41700,12,-40,360,0.0483334
41700,12,-40,480,0.0481254
41700,12,-40,600,0.0500004
41700,12,-40,720,0.0466674
41700,12,-40,840,0.0511904
41700,12,-40,960,0.0500004
41700,12,-40,1080,0.0499074
41700,12,-40,1200,0.0492504
41700,12,-30,120,0.0341674
41700,12,-30,240,0.0408334
41700,12,-30,360,0.0436114
41700,12,-30,480,0.0406254
41700,12,-30,600,0.0443334
41700,12,-30,720,0.0458334
41700,12,-30,840,0.0442864
41700,12,-30,960,0.0433334
41700,12,-30,1080,0.0390744
41700,12,-30,1200,0.0467504
41700,12,-20,120,0.0000004
41700,12,-20,240,0.0000004
41700,12,-20,360,0.0000004
41700,12,-20,480,0.0000004
41700,12,-20,600,0.0000004
41700,12,-20,720,0.0000004
41700,12,-20,840,0.0000004
41700,12,-20,960,0.0000004
41700,12,-20,1080,0.0000004
41700,12,-20,1200,0.0000004
41700,12,-10,120,0.0000004
41700,12,-10,240,0.0000004
41700,12,-10,360,0.0000004
41700,12,-10,480,0.0000004
41700,12,-10,600,0.0000004
41700,12,-10,720,0.0000004
41700,12,-10,840,0.0000004
41700,12,-10,960,0.0000004
41700,12,-10,1080,0.0000004
41700,12,-10,1200,0.0000004
41700,12,0,120,0.0000004
41700,12,0,240,0.0000004
41700,12,0,360,0.0000004
41700,12,0,480,0.0000004
41700,12,0,600,0.0000004
41700,12,0,720,0.0000004
41700,12,0,840,0.0000004
41700,12,0,960,0.0000004
41700,12,0,1080,0.0000004
41700,12,0,1200,0.0000004
62500,7,-40,70,0.0485714
62500,7,-40,140,0.0535714
62500,7,-40,210,0.0519054
62500,7,-40,280,0.0496434
62500,7,-40,350,0.0540004
62500,7,-40,420,0.0514294
62500,7,-40,490,0.0510204
62500,7,-40,560,0.0517864
62500,7,-40,630,0.0501594
62500,7,-40,700,0.0551434
62500,7,-30,70,0.0571434
62500,7,-30,140,0.0557144
62500,7,-30,210,0.0523814
62500,7,-30,280,0.0514294
62500,7,-30,350,0.0460004
62500,7,-30,420,0.0533334
62500,7,-30,490,0.0506124
62500,7,-30,560,0.0494644
62500,7,-30,630,0.0473024
62500,7,-30,700,0.0488574
62500,7,-20,70,0.0485714
62500,7,-20,140,0.0521434
62500,7,-20,210,0.0404764
62500,7,-20,280,0.0460714
62500,7,-20,350,0.0468574
62500,7,-20,420,0.0485714
62500,7,-20,490,0.0483674
62500,7,-20,560,0.0425004
62500,7,-20,630,0.0487304
62500,7,-20,700,0.0447144
62500,7,-10,70,0.0042864
62500,7,-10,140,0.0000004
62500,7,-10,210,0.0023814
62500,7,-10,280,0.0021434
62500,7,-10,350,0.0008574
62500,7,-10,420,0.0000004
62500,7,-10,490,0.0016334
62500,7,-10,560,0.0021434
62500,7,-10,630,0.0014294
62500,7,-10,700,0.0024294
62500,7,0,70,0.0000004
62500,7,0,140,0.0000004
62500,7,0,210,0.0000004
62500,7,0,280,0.0000004
62500,7,0,350,0.0000004
62500,7,0,420,0.0000004
62500,7,0,490,0.0000004
62500,7,0,560,0.0000004
62500,7,0,630,0.0000004
62500,7,0,700,0.0000004
62500,8,-40,80,0.0425004
62500,8,-40,160,0.0550004
62500,8,-40,240,0.0500004
62500,8,-40,320,0.0500004
62500,8,-40,400,0.0462504
62500,8,-40,480,0.0520834
62500,8,-40,560,0.0510714
62500,8,-40,640,0.0435944
62500,8,-40,720,0.0522224
62500,8,-40,800,0.0497504
62500,8,-30,80,0.0512504
62500,8,-30,160,0.0587504
62500,8,-30,240,0.0437504
62500,8,-30,320,0.0484384
62500,8,-30,400,0.0480004
62500,8,-30,480,0.0504174
62500,8,-30,560,0.0528574
62500,8,-30,640,0.0493754
62500,8,-30,720,0.0487504
62500,8,-30,800,0.0475004
62500,8,-20,80,0.0325004
62500,8,-20,160,0.0375004
62500,8,-20,240,0.0383334
62500,8,-20,320,0.0478134
62500,8,-20,400,0.0385004
62500,8,-20,480,0.0375004
62500,8,-20,560,0.0451794
62500,8,-20,640,0.0429694
62500,8,-20,720,0.0401394
62500,8,-20,800,0.0411254
62500,8,-10,80,0.0000004
62500,8,-10,160,0.0000004
62500,8,-10,240,0.0000004
62500,8,-10,320,0.0000004
62500,8,-10,400,0.0000004
62500,8,-10,480,0.0000004
62500,8,-10,560,0.0000004
62500,8,-10,640,0.0000004
62500,8,-10,720,0.0000004
62500,8,-10,800,0.0000004
62500,8,0,80,0.0000004
62500,8,0,160,0.0000004
62500,8,0,240,0.0000004
62500,8,0,320,0.0000004
62500,8,0,400,0.0000004
62500,8,0,480,0.0000004
62500,8,0,560,0.0000004
62500,8,0,640,0.0000004
62500,8,0,720,0.0000004
62500,8,0,800,0.0000004
62500,9,-40,90,0.0455564
62500,9,-40,180,0.0516674
62500,9,-40,270,0.0485194
62500,9,-40,360,0.0508334
62500,9,-40,450,0.0520004
62500,9,-40,540,0.0474074
62500,9,-40,630,0.0534924
62500,9,-40,720,0.0487504
62500,9,-40,810,0.0508644
62500,9,-40,900,0.0490004
62500,9,-30,90,0.0522224
62500,9,-30,180,0.0500004
62500,9,-30,270,0.0525934
62500,9,-30,360,0.0450004
62500,9,-30,450,0.0453334
62500,9,-30,540,0.0496304
62500,9,-30,630,0.0474604
62500,9,-30,720,0.0458334
62500,9,-30,810,0.0476544
62500,9,-30,900,0.0505564
62500,9,-20,90,0.0366674
62500,9,-20,180,0.0250004
62500,9,-20,270,0.0314814
62500,9,-20,360,0.0338894
62500,9,-20,450,0.0342224
62500,9,-20,540,0.0351854
62500,9,-20,630,0.0290484
62500,9,-20,720,0.0344444
62500,9,-20,810,0.0340744
62500,9,-20,900,0.0332224
62500,9,-10,90,0.0000004
62500,9,-10,180,0.0000004
62500,9,-10,270,0.0000004
62500,9,-10,360,0.0000004
62500,9,-10,450,0.0000004
62500,9,-10,540,0.0000004
62500,9,-10,630,0.0000004
62500,9,-10,720,0.0000004
62500,9,-10,810,0.0000004
62500,9,-10,900,0.0000004
62500,9,0,90,0.0000004
62500,9,0,180,0.0000004
62500,9,0,270,0.0000004
62500,9,0,360,0.0000004
62500,9,0,450,0.0000004
62500,9,0,540,0.0000004
62500,9,0,630,0.0000004
62500,9,0,720,0.0000004
62500,9,0,810,0.0000004
62500,9,0,900,0.0000004
62500,10,-40,100,0.0520004
62500,10,-40,200,0.0460004
62500,10,-40,300,0.0516674
62500,10,-40,400,0.0500004
62500,10,-40,500,0.0494004
62500,10,-40,600,0.0490004
62500,10,-40,700,0.0478574
62500,10,-40,800,0.0500004
62500,10,-40,900,0.0513334
62500,10,-40,1000,0.0484004
62500,10,-30,100,0.0500004
62500,10,-30,200,0.0535004
62500,10,-30,300,0.0516674
62500,10,-30,400,0.0475004
62500,10,-30,500,0.0494004
62500,10,-30,600,0.0530004
62500,10,-30,700,0.0471434
62500,10,-30,800,0.0477504
62500,10,-30,900,0.0480004
62500,10,-30,1000,0.0497004
62500,10,-20,100,0.0130004
62500,10,-20,200,0.0085004
62500,10,-20,300,0.0116674
62500,10,-20,400,0.0122504
62500,10,-20,500,0.0132004
62500,10,-20,600,0.0173334
62500,10,-20,700,0.0132864
62500,10,-20,800,0.0107504
62500,10,-20,900,0.0117784
62500,10,-20,1000,0.0074004
62500,10,-10,100,0.0000004
62500,10,-10,200,0.0000004
62500,10,-10,300,0.0000004
62500,10,-10,400,0.0000004
62500,10,-10,500,0.0000004
62500,10,-10,600,0.0000004
62500,10,-10,700,0.0000004
62500,10,-10,800,0.0000004
62500,10,-10,900,0.0000004
62500,10,-10,1000,0.0000004
62500,10,0,100,0.0000004
62500,10,0,200,0.0000004
62500,10,0,300,0.0000004
62500,10,0,400,0.0000004
62500,10,0,500,0.0000004
62500,10,0,600,0.0000004
62500,10,0,700,0.0000004
62500,10,0,800,0.0000004
62500,10,0,900,0.0000004
62500,10,0,1000,0.0000004
62500,11,-40,110,0.0509094
62500,11,-40,220,0.0536364
62500,11,-40,330,0.0484854
62500,11,-40,440,0.0502274
62500,11,-40,550,0.0501824
62500,11,-40,660,0.0472734
62500,11,-40,770,0.0493514
62500,11,-40,880,0.0509094
62500,11,-40,990,0.0479804
62500,11,-40,1100,0.0490004
62500,11,-30,110,0.0418184
62500,11,-30,220,0.0440914
62500,11,-30,330,0.0454554
62500,11,-30,440,0.0463644
62500,11,-30,550,0.0541824
62500,11,-30,660,0.0448484
62500,11,-30,770,0.0480524
62500,11,-30,880,0.0501144
62500,11,-30,990,0.0473744
62500,11,-30,1100,0.0498184
62500,11,-20,110,0.0000004
62500,11,-20,220,0.0000004
62500,11,-20,330,0.0000004
62500,11,-20,440,0.0000004
62500,11,-20,550,0.0000004
62500,11,-20,660,0.0000004
62500,11,-20,770,0.0000004
62500,11,-20,880,0.0004554
62500,11,-20,990,0.0005054
62500,11,-20,1100,0.0005454
62500,11,-10,110,0.0000004
62500,11,-10,220,0.0000004
62500,11,-10,330,0.0000004
62500,11,-10,440,0.0000004
62500,11,-10,550,0.0000004
62500,11,-10,660,0.0000004
62500,11,-10,770,0.0000004
62500,11,-10,880,0.0000004
62500,11,-10,990,0.0000004
62500,11,-10,1100,0.0000004
62500,11,0,110,0.0000004
62500,11,0,220,0.0000004
62500,11,0,330,0.0000004
62500,11,0,440,0.0000004
62500,11,0,550,0.0000004
62500,11,0,660,0.0000004
62500,11,0,770,0.0000004
62500,11,0,880,0.0000004
62500,11,0,990,0.0000004
62500,11,0,1100,0.0000004
62500,12,-40,120,0.0516674
62500,12,-40,240,0.0516674
62500,12,-40,360,0.0513894
62500,12,-40,480,0.0504174
62500,12,-40,600,0.0518334
62500,12,-40,720,0.0481944
62500,12,-40,840,0.0495244
