BW, SF, SNR, PS, BER
62500,12,-40,960,0.0492714
62500,12,-40,1080,0.0512964
62500,12,-40,1200,0.0519174
62500,12,-30,120,0.0308334
62500,12,-30,240,0.0520834
62500,12,-30,360,0.0469444
62500,12,-30,480,0.0437504
62500,12,-30,600,0.0491674
62500,12,-30,720,0.0443064
62500,12,-30,840,0.0432144
62500,12,-30,960,0.0486464
62500,12,-30,1080,0.0464814
62500,12,-30,1200,0.0424174
62500,12,-20,120,0.0000004
62500,12,-20,240,0.0000004
62500,12,-20,360,0.0000004
62500,12,-20,480,0.0000004
62500,12,-20,600,0.0000004
62500,12,-20,720,0.0000004
62500,12,-20,840,0.0000004
62500,12,-20,960,0.0000004
62500,12,-20,1080,0.0000004
62500,12,-20,1200,0.0000004
62500,12,-10,120,0.0000004
62500,12,-10,240,0.0000004
62500,12,-10,360,0.0000004
62500,12,-10,480,0.0000004
62500,12,-10,600,0.0000004
62500,12,-10,720,0.0000004
62500,12,-10,840,0.0000004
62500,12,-10,960,0.0000004
62500,12,-10,1080,0.0000004
62500,12,-10,1200,0.0000004
62500,12,0,120,0.0000004
62500,12,0,240,0.0000004
62500,12,0,360,0.0000004
62500,12,0,480,0.0000004
62500,12,0,600,0.0000004
62500,12,0,720,0.0000004
62500,12,0,840,0.0000004
62500,12,0,960,0.0000004
62500,12,0,1080,0.0000004
62500,12,0,1200,0.0000004
125000,7,-40,70,0.0485714
125000,7,-40,140,0.0507144
125000,7,-40,210,0.0457144
125000,7,-40,280,0.0521434
125000,7,-40,350,0.0488574
125000,7,-40,420,0.0497624
125000,7,-40,490,0.0502044
125000,7,-40,560,0.0533934
125000,7,-40,630,0.0465084
125000,7,-40,700,0.0478574
125000,7,-30,70,0.0428574
125000,7,-30,140,0.0435714
125000,7,-30,210,0.0504764
125000,7,-30,280,0.0446434
125000,7,-30,350,0.0525714
125000,7,-30,420,0.0440484
125000,7,-30,490,0.0506124
125000,7,-30,560,0.0508934
125000,7,-30,630,0.0517464
125000,7,-30,700,0.0492864
125000,7,-20,70,0.0528574
125000,7,-20,140,0.0442864
125000,7,-20,210,0.0500004
125000,7,-20,280,0.0517864
125000,7,-20,350,0.0402864
125000,7,-20,420,0.0464294
125000,7,-20,490,0.0477554
125000,7,-20,560,0.0478574
125000,7,-20,630,0.0457144
125000,7,-20,700,0.0482864
125000,7,-10,70,0.0000004
125000,7,-10,140,0.0007144
125000,7,-10,210,0.0023814
125000,7,-10,280,0.0046434
125000,7,-10,350,0.0040004
125000,7,-10,420,0.0040484
125000,7,-10,490,0.0006124
125000,7,-10,560,0.0026794
125000,7,-10,630,0.0031754
125000,7,-10,700,0.0011434
125000,7,0,70,0.0000004
125000,7,0,140,0.0000004
125000,7,0,210,0.0000004
125000,7,0,280,0.0000004
125000,7,0,350,0.0000004
125000,7,0,420,0.0000004
125000,7,0,490,0.0000004
125000,7,0,560,0.0000004
125000,7,0,630,0.0000004
125000,7,0,700,0.0000004
125000,8,-40,80,0.0512504
125000,8,-40,160,0.0481254
125000,8,-40,240,0.0545834
125000,8,-40,320,0.0528124
125000,8,-40,400,0.0507504
125000,8,-40,480,0.0489584
125000,8,-40,560,0.0503574
125000,8,-40,640,0.0493754
125000,8,-40,720,0.0476394
125000,8,-40,800,0.0576254
125000,8,-30,80,0.0425004
125000,8,-30,160,0.0506254
125000,8,-30,240,0.0445834
125000,8,-30,320,0.0478134
125000,8,-30,400,0.0475004
125000,8,-30,480,0.0522924
125000,8,-30,560,0.0533934
125000,8,-30,640,0.0476564
125000,8,-30,720,0.0497224
125000,8,-30,800,0.0522504
125000,8,-20,80,0.0512504
125000,8,-20,160,0.0387504
125000,8,-20,240,0.0387504
125000,8,-20,320,0.0428124
125000,8,-20,400,0.0412504
125000,8,-20,480,0.0418754
125000,8,-20,560,0.0394644
125000,8,-20,640,0.0345314
125000,8,-20,720,0.0366674
125000,8,-20,800,0.0436254
125000,8,-10,80,0.0000004
125000,8,-10,160,0.0000004
125000,8,-10,240,0.0000004
125000,8,-10,320,0.0000004
125000,8,-10,400,0.0000004
125000,8,-10,480,0.0000004
125000,8,-10,560,0.0000004
125000,8,-10,640,0.0000004
125000,8,-10,720,0.0000004
125000,8,-10,800,0.0000004
125000,8,0,80,0.0000004
125000,8,0,160,0.0000004
125000,8,0,240,0.0000004
125000,8,0,320,0.0000004
125000,8,0,400,0.0000004
125000,8,0,480,0.0000004
125000,8,0,560,0.0000004
125000,8,0,640,0.0000004
125000,8,0,720,0.0000004
125000,8,0,800,0.0000004
125000,9,-40,90,0.0466674
125000,9,-40,180,0.0500004
125000,9,-40,270,0.0474074
125000,9,-40,360,0.0488894
125000,9,-40,450,0.0497784
125000,9,-40,540,0.0475934
125000,9,-40,630,0.0493654
125000,9,-40,720,0.0526394
125000,9,-40,810,0.0502474
125000,9,-40,900,0.0520004
125000,9,-30,90,0.0455564
125000,9,-30,180,0.0555564
125000,9,-30,270,0.0533334
125000,9,-30,360,0.0497224
125000,9,-30,450,0.0491114
125000,9,-30,540,0.0516674
125000,9,-30,630,0.0463494
125000,9,-30,720,0.0494444
125000,9,-30,810,0.0488894
125000,9,-30,900,0.0497784
125000,9,-20,90,0.0222224
125000,9,-20,180,0.0333334
125000,9,-20,270,0.0340744
125000,9,-20,360,0.0280564
125000,9,-20,450,0.0311114
125000,9,-20,540,0.0264814
125000,9,-20,630,0.0371434
125000,9,-20,720,0.0301394
125000,9,-20,810,0.0325934
125000,9,-20,900,0.0285564
125000,9,-10,90,0.0000004
125000,9,-10,180,0.0000004
125000,9,-10,270,0.0000004
125000,9,-10,360,0.0000004
125000,9,-10,450,0.0000004
125000,9,-10,540,0.0000004
125000,9,-10,630,0.0000004
125000,9,-10,720,0.0000004
125000,9,-10,810,0.0000004
125000,9,-10,900,0.0000004
125000,9,0,90,0.0000004
125000,9,0,180,0.0000004
125000,9,0,270,0.0000004
125000,9,0,360,0.0000004
125000,9,0,450,0.0000004
125000,9,0,540,0.0000004
125000,9,0,630,0.0000004
125000,9,0,720,0.0000004
125000,9,0,810,0.0000004
125000,9,0,900,0.0000004
125000,10,-40,100,0.0570004
125000,10,-40,200,0.0555004
125000,10,-40,300,0.0446674
125000,10,-40,400,0.0465004
125000,10,-40,500,0.0520004
125000,10,-40,600,0.0473334
125000,10,-40,700,0.0474294
125000,10,-40,800,0.0476254
125000,10,-40,900,0.0477784
125000,10,-40,1000,0.0484004
125000,10,-30,100,0.0490004
125000,10,-30,200,0.0555004
125000,10,-30,300,0.0480004
125000,10,-30,400,0.0480004
125000,10,-30,500,0.0512004
125000,10,-30,600,0.0510004
125000,10,-30,700,0.0468574
125000,10,-30,800,0.0491254
125000,10,-30,900,0.0507784
125000,10,-30,1000,0.0496004
125000,10,-20,100,0.0040004
125000,10,-20,200,0.0055004
125000,10,-20,300,0.0116674
125000,10,-20,400,0.0135004
125000,10,-20,500,0.0086004
125000,10,-20,600,0.0063334
125000,10,-20,700,0.0135714
125000,10,-20,800,0.0080004
125000,10,-20,900,0.0108894
125000,10,-20,1000,0.0137004
125000,10,-10,100,0.0000004
125000,10,-10,200,0.0000004
125000,10,-10,300,0.0000004
125000,10,-10,400,0.0000004
125000,10,-10,500,0.0000004
125000,10,-10,600,0.0000004
125000,10,-10,700,0.0000004
125000,10,-10,800,0.0000004
125000,10,-10,900,0.0000004
125000,10,-10,1000,0.0000004
125000,10,0,100,0.0000004
125000,10,0,200,0.0000004
125000,10,0,300,0.0000004
125000,10,0,400,0.0000004
125000,10,0,500,0.0000004
125000,10,0,600,0.0000004
125000,10,0,700,0.0000004
125000,10,0,800,0.0000004
125000,10,0,900,0.0000004
125000,10,0,1000,0.0000004
125000,11,-40,110,0.0400004
125000,11,-40,220,0.0504554
125000,11,-40,330,0.0503034
125000,11,-40,440,0.0475004
125000,11,-40,550,0.0514554
125000,11,-40,660,0.0496974
125000,11,-40,770,0.0511694
125000,11,-40,880,0.0512504
125000,11,-40,990,0.0473744
125000,11,-40,1100,0.0529094
125000,11,-30,110,0.0518184
125000,11,-30,220,0.0459094
125000,11,-30,330,0.0451524
125000,11,-30,440,0.0463644
125000,11,-30,550,0.0443644
125000,11,-30,660,0.0487884
125000,11,-30,770,0.0483124
125000,11,-30,880,0.0504554
125000,11,-30,990,0.0461624
125000,11,-30,1100,0.0481824
125000,11,-20,110,0.0000004
125000,11,-20,220,0.0000004
125000,11,-20,330,0.0000004
125000,11,-20,440,0.0015914
125000,11,-20,550,0.0000004
125000,11,-20,660,0.0000004
125000,11,-20,770,0.0000004
125000,11,-20,880,0.0000004
125000,11,-20,990,0.0019194
125000,11,-20,1100,0.0009094
125000,11,-10,110,0.0000004
125000,11,-10,220,0.0000004
125000,11,-10,330,0.0000004
125000,11,-10,440,0.0000004
125000,11,-10,550,0.0000004
125000,11,-10,660,0.0000004
125000,11,-10,770,0.0000004
125000,11,-10,880,0.0000004
125000,11,-10,990,0.0000004
125000,11,-10,1100,0.0000004
125000,11,0,110,0.0000004
125000,11,0,220,0.0000004
125000,11,0,330,0.0000004
125000,11,0,440,0.0000004
125000,11,0,550,0.0000004
125000,11,0,660,0.0000004
125000,11,0,770,0.0000004
125000,11,0,880,0.0000004
125000,11,0,990,0.0000004
125000,11,0,1100,0.0000004
125000,12,-40,120,0.0508334
125000,12,-40,240,0.0458334
125000,12,-40,360,0.0516674
125000,12,-40,480,0.0493754
125000,12,-40,600,0.0476674
125000,12,-40,720,0.0488894
125000,12,-40,840,0.0492864
125000,12,-40,960,0.0489584
125000,12,-40,1080,0.0512044
125000,12,-40,1200,0.0496674
125000,12,-30,120,0.0433334
125000,12,-30,240,0.0450004
125000,12,-30,360,0.0413894
125000,12,-30,480,0.0456254
125000,12,-30,600,0.0401674
125000,12,-30,720,0.0475004
125000,12,-30,840,0.0464294
125000,12,-30,960,0.0442714
125000,12,-30,1080,0.0446304
125000,12,-30,1200,0.0449174
125000,12,-20,120,0.0000004
125000,12,-20,240,0.0000004
125000,12,-20,360,0.0000004
125000,12,-20,480,0.0000004
125000,12,-20,600,0.0000004
125000,12,-20,720,0.0000004
125000,12,-20,840,0.0000004
125000,12,-20,960,0.0000004
125000,12,-20,1080,0.0000004
125000,12,-20,1200,0.0000004
125000,12,-10,120,0.0000004
125000,12,-10,240,0.0000004
125000,12,-10,360,0.0000004
125000,12,-10,480,0.0000004
125000,12,-10,600,0.0000004
125000,12,-10,720,0.0000004
125000,12,-10,840,0.0000004
125000,12,-10,960,0.0000004
125000,12,-10,1080,0.0000004
125000,12,-10,1200,0.0000004
125000,12,0,120,0.0000004
125000,12,0,240,0.0000004
125000,12,0,360,0.0000004
125000,12,0,480,0.0000004
125000,12,0,600,0.0000004
125000,12,0,720,0.0000004
125000,12,0,840,0.0000004
125000,12,0,960,0.0000004
125000,12,0,1080,0.0000004
125000,12,0,1200,0.0000004
250000,7,-40,70,0.0471434
250000,7,-40,140,0.0464294
250000,7,-40,210,0.0500004
250000,7,-40,280,0.0585714
250000,7,-40,350,0.0537144
250000,7,-40,420,0.0516674
250000,7,-40,490,0.0524494
250000,7,-40,560,0.0478574
250000,7,-40,630,0.0474604
250000,7,-40,700,0.0502864
250000,7,-30,70,0.0485714
250000,7,-30,140,0.0464294
250000,7,-30,210,0.0514294
250000,7,-30,280,0.0475004
250000,7,-30,350,0.0517144
250000,7,-30,420,0.0497624
250000,7,-30,490,0.0481634
250000,7,-30,560,0.0498214
250000,7,-30,630,0.0493654
250000,7,-30,700,0.0491434
250000,7,-20,70,0.0471434
250000,7,-20,140,0.0421434
250000,7,-20,210,0.0471434
250000,7,-20,280,0.0542864
250000,7,-20,350,0.0462864
250000,7,-20,420,0.0450004
250000,7,-20,490,0.0481634
250000,7,-20,560,0.0432144
250000,7,-20,630,0.0507944
250000,7,-20,700,0.0464294
250000,7,-10,70,0.0000004
250000,7,-10,140,0.0028574
250000,7,-10,210,0.0014294
250000,7,-10,280,0.0014294
250000,7,-10,350,0.0011434
250000,7,-10,420,0.0061904
250000,7,-10,490,0.0010204
250000,7,-10,560,0.0030364
250000,7,-10,630,0.0007944
250000,7,-10,700,0.0025714
250000,7,0,70,0.0000004
250000,7,0,140,0.0000004
250000,7,0,210,0.0000004
250000,7,0,280,0.0000004
250000,7,0,350,0.0000004
250000,7,0,420,0.0000004
250000,7,0,490,0.0000004
250000,7,0,560,0.0000004
250000,7,0,630,0.0000004
250000,7,0,700,0.0000004
250000,8,-40,80,0.0375004
250000,8,-40,160,0.0506254
250000,8,-40,240,0.0479174
250000,8,-40,320,0.0518754
250000,8,-40,400,0.0482504
250000,8,-40,480,0.0516674
250000,8,-40,560,0.0514294
250000,8,-40,640,0.0521874
250000,8,-40,720,0.0513894
250000,8,-40,800,0.0488754
250000,8,-30,80,0.0375004
250000,8,-30,160,0.0487504
250000,8,-30,240,0.0500004
250000,8,-30,320,0.0468754
250000,8,-30,400,0.0477504
250000,8,-30,480,0.0506254
250000,8,-30,560,0.0512504
250000,8,-30,640,0.0498444
250000,8,-30,720,0.0525004
250000,8,-30,800,0.0515004
250000,8,-20,80,0.0362504
250000,8,-20,160,0.0462504
250000,8,-20,240,0.0429174
250000,8,-20,320,0.0393754
250000,8,-20,400,0.0457504
250000,8,-20,480,0.0418754
250000,8,-20,560,0.0414294
250000,8,-20,640,0.0425004
250000,8,-20,720,0.0429174
250000,8,-20,800,0.0396254
250000,8,-10,80,0.0000004
250000,8,-10,160,0.0000004
250000,8,-10,240,0.0000004
250000,8,-10,320,0.0012504
250000,8,-10,400,0.0000004
250000,8,-10,480,0.0000004
250000,8,-10,560,0.0000004
250000,8,-10,640,0.0000004
250000,8,-10,720,0.0000004
250000,8,-10,800,0.0000004
250000,8,0,80,0.0000004
250000,8,0,160,0.0000004
250000,8,0,240,0.0000004
250000,8,0,320,0.0000004
250000,8,0,400,0.0000004
250000,8,0,480,0.0000004
250000,8,0,560,0.0000004
250000,8,0,640,0.0000004
250000,8,0,720,0.0000004
250000,8,0,800,0.0000004
250000,9,-40,90,0.0511114
250000,9,-40,180,0.0522224
250000,9,-40,270,0.0466674
250000,9,-40,360,0.0519444
250000,9,-40,450,0.0497784
250000,9,-40,540,0.0461114
250000,9,-40,630,0.0503174
250000,9,-40,720,0.0513894
250000,9,-40,810,0.0482724
250000,9,-40,900,0.0488894
250000,9,-30,90,0.0433334
250000,9,-30,180,0.0561114
250000,9,-30,270,0.0507414
250000,9,-30,360,0.0483334
250000,9,-30,450,0.0460004
250000,9,-30,540,0.0498154
250000,9,-30,630,0.0503174
250000,9,-30,720,0.0483334
250000,9,-30,810,0.0500004
250000,9,-30,900,0.0486674
250000,9,-20,90,0.0433334
250000,9,-20,180,0.0311114
250000,9,-20,270,0.0340744
250000,9,-20,360,0.0319444
250000,9,-20,450,0.0355564
250000,9,-20,540,0.0300004
250000,9,-20,630,0.0344444
250000,9,-20,720,0.0231944
250000,9,-20,810,0.0291364
250000,9,-20,900,0.0315564
250000,9,-10,90,0.0000004
250000,9,-10,180,0.0000004
250000,9,-10,270,0.0000004
250000,9,-10,360,0.0000004
250000,9,-10,450,0.0000004
250000,9,-10,540,0.0000004
250000,9,-10,630,0.0000004
250000,9,-10,720,0.0000004
250000,9,-10,810,0.0000004
250000,9,-10,900,0.0000004
250000,9,0,90,0.0000004
250000,9,0,180,0.0000004
250000,9,0,270,0.0000004
250000,9,0,360,0.0000004
250000,9,0,450,0.0000004
250000,9,0,540,0.0000004
250000,9,0,630,0.0000004
250000,9,0,720,0.0000004
250000,9,0,810,0.0000004
250000,9,0,900,0.0000004
250000,10,-40,100,0.0450004
250000,10,-40,200,0.0585004
250000,10,-40,300,0.0500004
250000,10,-40,400,0.0495004
250000,10,-40,500,0.0450004
250000,10,-40,600,0.0485004
250000,10,-40,700,0.0475714
250000,10,-40,800,0.0496254
250000,10,-40,900,0.0523334
250000,10,-40,1000,0.0461004
250000,10,-30,100,0.0530004
250000,10,-30,200,0.0535004
250000,10,-30,300,0.0546674
250000,10,-30,400,0.0462504
250000,10,-30,500,0.0486004
250000,10,-30,600,0.0468334
250000,10,-30,700,0.0470004
250000,10,-30,800,0.0468754
250000,10,-30,900,0.0483334
250000,10,-30,1000,0.0471004
250000,10,-20,100,0.0100004
250000,10,-20,200,0.0120004
250000,10,-20,300,0.0053334
250000,10,-20,400,0.0080004
250000,10,-20,500,0.0088004
250000,10,-20,600,0.0130004
250000,10,-20,700,0.0138574
250000,10,-20,800,0.0131254
250000,10,-20,900,0.0132224
250000,10,-20,1000,0.0141004
250000,10,-10,100,0.0000004
250000,10,-10,200,0.0000004
250000,10,-10,300,0.0000004
250000,10,-10,400,0.0000004
250000,10,-10,500,0.0000004
250000,10,-10,600,0.0000004
250000,10,-10,700,0.0000004
250000,10,-10,800,0.0000004
250000,10,-10,900,0.0000004
250000,10,-10,1000,0.0000004
250000,10,0,100,0.0000004
250000,10,0,200,0.0000004
250000,10,0,300,0.0000004
250000,10,0,400,0.0000004
250000,10,0,500,0.0000004
250000,10,0,600,0.0000004
250000,10,0,700,0.0000004
250000,10,0,800,0.0000004
250000,10,0,900,0.0000004
250000,10,0,1000,0.0000004
250000,11,-40,110,0.0490914
250000,11,-40,220,0.0518184
250000,11,-40,330,0.0448484
250000,11,-40,440,0.0493184
250000,11,-40,550,0.0481824
250000,11,-40,660,0.0516674
250000,11,-40,770,0.0503904
250000,11,-40,880,0.0517054
250000,11,-40,990,0.0497984
250000,11,-40,1100,0.0499094
250000,11,-30,110,0.0536364
250000,11,-30,220,0.0418184
250000,11,-30,330,0.0469704
250000,11,-30,440,0.0488644
250000,11,-30,550,0.0485454
250000,11,-30,660,0.0487884
250000,11,-30,770,0.0427274
250000,11,-30,880,0.0485234
250000,11,-30,990,0.0479804
250000,11,-30,1100,0.0489094
250000,11,-20,110,0.0036364
250000,11,-20,220,0.0000004
250000,11,-20,330,0.0000004
250000,11,-20,440,0.0000004
250000,11,-20,550,0.0010914
250000,11,-20,660,0.0000004
250000,11,-20,770,0.0007794
250000,11,-20,880,0.0000004
250000,11,-20,990,0.0005054
250000,11,-20,1100,0.0015454
250000,11,-10,110,0.0000004
250000,11,-10,220,0.0000004
250000,11,-10,330,0.0000004
250000,11,-10,440,0.0000004
250000,11,-10,550,0.0000004
250000,11,-10,660,0.0000004
250000,11,-10,770,0.0000004
250000,11,-10,880,0.0000004
250000,11,-10,990,0.0000004
250000,11,-10,1100,0.0000004
250000,11,0,110,0.0000004
250000,11,0,220,0.0000004
250000,11,0,330,0.0000004
250000,11,0,440,0.0000004
250000,11,0,550,0.0000004
250000,11,0,660,0.0000004
250000,11,0,770,0.0000004
250000,11,0,880,0.0000004
250000,11,0,990,0.0000004
250000,11,0,1100,0.0000004
250000,12,-40,120,0.0508334
250000,12,-40,240,0.0520834
250000,12,-40,360,0.0505564
250000,12,-40,480,0.0483334
250000,12,-40,600,0.0523334
250000,12,-40,720,0.0490284
250000,12,-40,840,0.0501194
250000,12,-40,960,0.0518754
250000,12,-40,1080,0.0512044
250000,12,-40,1200,0.0507504
250000,12,-30,120,0.0408334
250000,12,-30,240,0.0404174
250000,12,-30,360,0.0522224
250000,12,-30,480,0.0406254
250000,12,-30,600,0.0395004
250000,12,-30,720,0.0437504
250000,12,-30,840,0.0461904
250000,12,-30,960,0.0390624
250000,12,-30,1080,0.0402784
250000,12,-30,1200,0.0455834
250000,12,-20,120,0.0000004
250000,12,-20,240,0.0000004
250000,12,-20,360,0.0000004
250000,12,-20,480,0.0000004
250000,12,-20,600,0.0000004
250000,12,-20,720,0.0000004
250000,12,-20,840,0.0000004
250000,12,-20,960,0.0000004
250000,12,-20,1080,0.0000004
250000,12,-20,1200,0.0000004
250000,12,-10,120,0.0000004
250000,12,-10,240,0.0000004
250000,12,-10,360,0.0000004
250000,12,-10,480,0.0000004
250000,12,-10,600,0.0000004
250000,12,-10,720,0.0000004
250000,12,-10,840,0.0000004
250000,12,-10,960,0.0000004
250000,12,-10,1080,0.0000004
250000,12,-10,1200,0.0000004
250000,12,0,120,0.0000004
250000,12,0,240,0.0000004
250000,12,0,360,0.0000004
250000,12,0,480,0.0000004
250000,12,0,600,0.0000004
250000,12,0,720,0.0000004
250000,12,0,840,0.0000004
250000,12,0,960,0.0000004
250000,12,0,1080,0.0000004
250000,12,0,1200,0.0000004
500000,7,-40,70,0.0528574
500000,7,-40,140,0.0528574
500000,7,-40,210,0.0514294
500000,7,-40,280,0.0517864
500000,7,-40,350,0.0494294
500000,7,-40,420,0.0542864
500000,7,-40,490,0.0489804
500000,7,-40,560,0.0458934
500000,7,-40,630,0.0522224
500000,7,-40,700,0.0491434
500000,7,-30,70,0.0600004
500000,7,-30,140,0.0528574
500000,7,-30,210,0.0480954
500000,7,-30,280,0.0485714
500000,7,-30,350,0.0497144
500000,7,-30,420,0.0490484
500000,7,-30,490,0.0457144
500000,7,-30,560,0.0485714
500000,7,-30,630,0.0511114
500000,7,-30,700,0.0505714
500000,7,-20,70,0.0542864
500000,7,-20,140,0.0357144
500000,7,-20,210,0.0495244
500000,7,-20,280,0.0435714
500000,7,-20,350,0.0502864
500000,7,-20,420,0.0478574
500000,7,-20,490,0.0493884
500000,7,-20,560,0.0453574
500000,7,-20,630,0.0474604
500000,7,-20,700,0.0440004
500000,7,-10,70,0.0042864
500000,7,-10,140,0.0000004
500000,7,-10,210,0.0000004
500000,7,-10,280,0.0053574
500000,7,-10,350,0.0011434
500000,7,-10,420,0.0007144
500000,7,-10,490,0.0004084
500000,7,-10,560,0.0007144
500000,7,-10,630,0.0055564
500000,7,-10,700,0.0031434
500000,7,0,70,0.0000004
500000,7,0,140,0.0000004
500000,7,0,210,0.0000004
500000,7,0,280,0.0000004
500000,7,0,350,0.0000004
500000,7,0,420,0.0000004
500000,7,0,490,0.0000004
500000,7,0,560,0.0000004
500000,7,0,630,0.0000004
500000,7,0,700,0.0000004
500000,8,-40,80,0.0462504
500000,8,-40,160,0.0512504
500000,8,-40,240,0.0504174
500000,8,-40,320,0.0484384
500000,8,-40,400,0.0517504
500000,8,-40,480,0.0491674
500000,8,-40,560,0.0525004
500000,8,-40,640,0.0495314
500000,8,-40,720,0.0494444
500000,8,-40,800,0.0525004
500000,8,-30,80,0.0525004
500000,8,-30,160,0.0475004
500000,8,-30,240,0.0466674
500000,8,-30,320,0.0475004
500000,8,-30,400,0.0462504
500000,8,-30,480,0.0500004
500000,8,-30,560,0.0501794
500000,8,-30,640,0.0482814
500000,8,-30,720,0.0463894
500000,8,-30,800,0.0510004
500000,8,-20,80,0.0350004
500000,8,-20,160,0.0512504
500000,8,-20,240,0.0437504
500000,8,-20,320,0.0384374
500000,8,-20,400,0.0377504
500000,8,-20,480,0.0404174
500000,8,-20,560,0.0416074
500000,8,-20,640,0.0368754
500000,8,-20,720,0.0434724
500000,8,-20,800,0.0420004
500000,8,-10,80,0.0000004
500000,8,-10,160,0.0000004
500000,8,-10,240,0.0000004
500000,8,-10,320,0.0000004
500000,8,-10,400,0.0000004
500000,8,-10,480,0.0000004
500000,8,-10,560,0.0000004
500000,8,-10,640,0.0000004
500000,8,-10,720,0.0000004
500000,8,-10,800,0.0000004
500000,8,0,80,0.0000004
500000,8,0,160,0.0000004
500000,8,0,240,0.0000004
500000,8,0,320,0.0000004
500000,8,0,400,0.0000004
500000,8,0,480,0.0000004
500000,8,0,560,0.0000004
500000,8,0,640,0.0000004
500000,8,0,720,0.0000004
500000,8,0,800,0.0000004
500000,9,-40,90,0.0411114
500000,9,-40,180,0.0511114
500000,9,-40,270,0.0537044
500000,9,-40,360,0.0491674
500000,9,-40,450,0.0517784
500000,9,-40,540,0.0537044
500000,9,-40,630,0.0498414
500000,9,-40,720,0.0520834
500000,9,-40,810,0.0512354
500000,9,-40,900,0.0493334
500000,9,-30,90,0.0488894
500000,9,-30,180,0.0544444
500000,9,-30,270,0.0481484
500000,9,-30,360,0.0500004
500000,9,-30,450,0.0491114
500000,9,-30,540,0.0498154
500000,9,-30,630,0.0501594
500000,9,-30,720,0.0479174
500000,9,-30,810,0.0512354
500000,9,-30,900,0.0504444
500000,9,-20,90,0.0366674
500000,9,-20,180,0.0283334
500000,9,-20,270,0.0322224
500000,9,-20,360,0.0233334
500000,9,-20,450,0.0331114
500000,9,-20,540,0.0320374
500000,9,-20,630,0.0271434
500000,9,-20,720,0.0351394
500000,9,-20,810,0.0298774
500000,9,-20,900,0.0310004
500000,9,-10,90,0.0000004
500000,9,-10,180,0.0000004
500000,9,-10,270,0.0000004
500000,9,-10,360,0.0000004
500000,9,-10,450,0.0000004
500000,9,-10,540,0.0000004
500000,9,-10,630,0.0000004
500000,9,-10,720,0.0000004
500000,9,-10,810,0.0000004
500000,9,-10,900,0.0000004
500000,9,0,90,0.0000004
500000,9,0,180,0.0000004
500000,9,0,270,0.0000004
500000,9,0,360,0.0000004
500000,9,0,450,0.0000004
500000,9,0,540,0.0000004
500000,9,0,630,0.0000004
500000,9,0,720,0.0000004
500000,9,0,810,0.0000004
500000,9,0,900,0.0000004
500000,10,-40,100,0.0550004
500000,10,-40,200,0.0515004
500000,10,-40,300,0.0453334
500000,10,-40,400,0.0487504
500000,10,-40,500,0.0474004
500000,10,-40,600,0.0493334
500000,10,-40,700,0.0524294
500000,10,-40,800,0.0480004
500000,10,-40,900,0.0505564
500000,10,-40,1000,0.0488004
500000,10,-30,100,0.0430004
500000,10,-30,200,0.0525004
500000,10,-30,300,0.0556674
500000,10,-30,400,0.0462504
500000,10,-30,500,0.0524004
500000,10,-30,600,0.0506674
500000,10,-30,700,0.0520004
500000,10,-30,800,0.0492504
500000,10,-30,900,0.0486674
500000,10,-30,1000,0.0511004
500000,10,-20,100,0.0110004
500000,10,-20,200,0.0110004
500000,10,-20,300,0.0096674
500000,10,-20,400,0.0080004
500000,10,-20,500,0.0082004
500000,10,-20,600,0.0113334
500000,10,-20,700,0.0110004
500000,10,-20,800,0.0083754
500000,10,-20,900,0.0120004
500000,10,-20,1000,0.0108004
500000,10,-10,100,0.0000004
500000,10,-10,200,0.0000004
500000,10,-10,300,0.0000004
500000,10,-10,400,0.0000004
500000,10,-10,500,0.0000004
500000,10,-10,600,0.0000004
500000,10,-10,700,0.0000004
500000,10,-10,800,0.0000004
500000,10,-10,900,0.0000004
500000,10,-10,1000,0.0000004
500000,10,0,100,0.0000004
500000,10,0,200,0.0000004
500000,10,0,300,0.0000004
500000,10,0,400,0.0000004
500000,10,0,500,0.0000004
500000,10,0,600,0.0000004
500000,10,0,700,0.0000004
500000,10,0,800,0.0000004
500000,10,0,900,0.0000004
500000,10,0,1000,0.0000004
500000,11,-40,110,0.0500004
500000,11,-40,220,0.0559094
500000,11,-40,330,0.0472734
500000,11,-40,440,0.0531824
500000,11,-40,550,0.0507274
500000,11,-40,660,0.0503034
500000,11,-40,770,0.0472734
500000,11,-40,880,0.0522734
500000,11,-40,990,0.0500004
500000,11,-40,1100,0.0510004
500000,11,-30,110,0.0500004
500000,11,-30,220,0.0522734
500000,11,-30,330,0.0503034
500000,11,-30,440,0.0454554
500000,11,-30,550,0.0440004
500000,11,-30,660,0.0472734
500000,11,-30,770,0.0481824
500000,11,-30,880,0.0476144
500000,11,-30,990,0.0432324
500000,11,-30,1100,0.0499094
500000,11,-20,110,0.0063644
500000,11,-20,220,0.0000004
500000,11,-20,330,0.0000004
500000,11,-20,440,0.0013644
500000,11,-20,550,0.0012734
500000,11,-20,660,0.0007584
500000,11,-20,770,0.0000004
500000,11,-20,880,0.0011364
500000,11,-20,990,0.0009094
500000,11,-20,1100,0.0010004
500000,11,-10,110,0.0000004
500000,11,-10,220,0.0000004
500000,11,-10,330,0.0000004
500000,11,-10,440,0.0000004
500000,11,-10,550,0.0000004
500000,11,-10,660,0.0000004
500000,11,-10,770,0.0000004
500000,11,-10,880,0.0000004
