type	latitude	longitude	altitude (m)	name
W	16.615137800	-61.940917969	0.0	Px1y1
W	16.615137800	-61.920318604	0.0	Px2y1
W	16.615137800	-61.899719238	0.0	Px3y1
W	16.615137800	-61.879119873	0.0	Px4y1
W	16.615137800	-61.858520508	0.0	Px5y1
W	16.615137800	-61.837921143	0.0	Px6y1
W	16.615137800	-61.817321777	0.0	Px7y1
W	16.615137800	-61.796722412	0.0	Px8y1
W	16.615137800	-61.776123047	0.0	Px9y1
W	16.615137800	-61.755523682	0.0	Px10y1
W	16.615137800	-61.734924316	0.0	Px11y1
W	16.615137800	-61.714324951	0.0	Px12y1
W	16.615137800	-61.693725586	0.0	Px13y1
W	16.615137800	-61.673126221	0.0	Px14y1
W	16.615137800	-61.652526855	0.0	Px15y1
W	16.615137800	-61.631927490	0.0	Px16y1
W	16.615137800	-61.611328125	0.0	Px17y1
W	16.615137800	-61.590728760	0.0	Px18y1
W	16.615137800	-61.570129395	0.0	Px19y1
W	16.615137800	-61.549530029	0.0	Px20y1
W	16.615137800	-61.528930664	0.0	Px21y1
W	16.615137800	-61.508331299	0.0	Px22y1
W	16.615137800	-61.487731934	0.0	Px23y1
W	16.615137800	-61.467132568	0.0	Px24y1
W	16.615137800	-61.446533203	0.0	Px25y1
W	16.615137800	-61.425933838	0.0	Px26y1
W	16.615137800	-61.405334473	0.0	Px27y1
W	16.615137800	-61.384735107	0.0	Px28y1
W	16.615137800	-61.364135742	0.0	Px29y1
W	16.615137800	-61.343536377	0.0	Px30y1
W	16.615137800	-61.322937012	0.0	Px31y1
W	16.615137800	-61.302337646	0.0	Px32y1
W	16.615137800	-61.281738281	0.0	Px33y1
W	16.615137800	-61.261138916	0.0	Px34y1
W	16.615137800	-61.240539551	0.0	Px35y1
W	16.615137800	-61.219940186	0.0	Px36y1
W	16.615137800	-61.199340820	0.0	Px37y1
W	16.615137800	-61.178741455	0.0	Px38y1
W	16.615137800	-61.158142090	0.0	Px39y1
W	16.615137800	-61.137542725	0.0	Px40y1
W	16.615137800	-61.116943359	0.0	Px41y1
W	16.615137800	-61.096343994	0.0	Px42y1
W	16.615137800	-61.075744629	0.0	Px43y1
W	16.615137800	-61.055145264	0.0	Px44y1
W	16.615137800	-61.034545898	0.0	Px45y1
W	16.615137800	-61.013946533	0.0	Px46y1
W	16.615137800	-60.993347168	0.0	Px47y1
W	16.615137800	-60.972747803	0.0	Px48y1
W	16.615137800	-60.952148438	0.0	Px49y1
W	16.615137800	-60.931549072	0.0	Px50y1
W	16.615137800	-60.910949707	0.0	Px51y1
W	16.615137800	-60.890350342	0.0	Px52y1
W	16.595397505	-61.940917969	0.0	Px1y2
W	16.595397505	-61.920318604	0.0	Px2y2
W	16.595397505	-61.899719238	0.0	Px3y2
W	16.595397505	-61.879119873	0.0	Px4y2
W	16.595397505	-61.858520508	0.0	Px5y2
W	16.595397505	-61.837921143	0.0	Px6y2
W	16.595397505	-61.817321777	0.0	Px7y2
W	16.595397505	-61.796722412	0.0	Px8y2
W	16.595397505	-61.776123047	0.0	Px9y2
W	16.595397505	-61.755523682	0.0	Px10y2
W	16.595397505	-61.734924316	0.0	Px11y2
W	16.595397505	-61.714324951	0.0	Px12y2
W	16.595397505	-61.693725586	0.0	Px13y2
W	16.595397505	-61.673126221	0.0	Px14y2
W	16.595397505	-61.652526855	0.0	Px15y2
W	16.595397505	-61.631927490	0.0	Px16y2
W	16.595397505	-61.611328125	0.0	Px17y2
W	16.595397505	-61.590728760	0.0	Px18y2
W	16.595397505	-61.570129395	0.0	Px19y2
W	16.595397505	-61.549530029	0.0	Px20y2
W	16.595397505	-61.528930664	0.0	Px21y2
W	16.595397505	-61.508331299	0.0	Px22y2
W	16.595397505	-61.487731934	0.0	Px23y2
W	16.595397505	-61.467132568	0.0	Px24y2
W	16.595397505	-61.446533203	0.0	Px25y2
W	16.595397505	-61.425933838	0.0	Px26y2
W	16.595397505	-61.405334473	0.0	Px27y2
W	16.595397505	-61.384735107	0.0	Px28y2
W	16.595397505	-61.364135742	0.0	Px29y2
W	16.595397505	-61.343536377	0.0	Px30y2
W	16.595397505	-61.322937012	0.0	Px31y2
W	16.595397505	-61.302337646	0.0	Px32y2
W	16.595397505	-61.281738281	0.0	Px33y2
W	16.595397505	-61.261138916	0.0	Px34y2
W	16.595397505	-61.240539551	0.0	Px35y2
W	16.595397505	-61.219940186	0.0	Px36y2
W	16.595397505	-61.199340820	0.0	Px37y2
W	16.595397505	-61.178741455	0.0	Px38y2
W	16.595397505	-61.158142090	0.0	Px39y2
W	16.595397505	-61.137542725	0.0	Px40y2
W	16.595397505	-61.116943359	0.0	Px41y2
W	16.595397505	-61.096343994	0.0	Px42y2
W	16.595397505	-61.075744629	0.0	Px43y2
W	16.595397505	-61.055145264	0.0	Px44y2
W	16.595397505	-61.034545898	0.0	Px45y2
W	16.595397505	-61.013946533	0.0	Px46y2
W	16.595397505	-60.993347168	0.0	Px47y2
W	16.595397505	-60.972747803	0.0	Px48y2
W	16.595397505	-60.952148438	0.0	Px49y2
W	16.595397505	-60.931549072	0.0	Px50y2
W	16.595397505	-60.910949707	0.0	Px51y2
W	16.595397505	-60.890350342	0.0	Px52y2
W	16.575655182	-61.940917969	0.0	Px1y3
