type	latitude	longitude	altitude (m)	name
W	49.550161777	-5.960083008	0.0	Px1y1
W	49.550161777	-5.932617188	0.0	Px2y1
W	49.550161777	-5.905151367	0.0	Px3y1
W	49.550161777	-5.877685547	0.0	Px4y1
W	49.550161777	-5.850219727	0.0	Px5y1
W	49.550161777	-5.822753906	0.0	Px6y1
W	49.550161777	-5.795288086	0.0	Px7y1
W	49.550161777	-5.767822266	0.0	Px8y1
W	49.550161777	-5.740356445	0.0	Px9y1
W	49.550161777	-5.712890625	0.0	Px10y1
W	49.550161777	-5.685424805	0.0	Px11y1
W	49.550161777	-5.657958984	0.0	Px12y1
W	49.550161777	-5.630493164	0.0	Px13y1
W	49.550161777	-5.603027344	0.0	Px14y1
W	49.550161777	-5.575561523	0.0	Px15y1
W	49.550161777	-5.548095703	0.0	Px16y1
W	49.550161777	-5.520629883	0.0	Px17y1
W	49.550161777	-5.493164062	0.0	Px18y1
W	49.550161777	-5.465698242	0.0	Px19y1
W	49.550161777	-5.438232422	0.0	Px20y1
W	49.550161777	-5.410766602	0.0	Px21y1
W	49.550161777	-5.383300781	0.0	Px22y1
W	49.550161777	-5.355834961	0.0	Px23y1
W	49.550161777	-5.328369141	0.0	Px24y1
W	49.550161777	-5.300903320	0.0	Px25y1
W	49.550161777	-5.273437500	0.0	Px26y1
W	49.550161777	-5.245971680	0.0	Px27y1
W	49.550161777	-5.218505859	0.0	Px28y1
W	49.550161777	-5.191040039	0.0	Px29y1
W	49.550161777	-5.163574219	0.0	Px30y1
W	49.550161777	-5.136108398	0.0	Px31y1
W	49.550161777	-5.108642578	0.0	Px32y1
W	49.550161777	-5.081176758	0.0	Px33y1
W	49.550161777	-5.053710938	0.0	Px34y1
W	49.550161777	-5.026245117	0.0	Px35y1
W	49.550161777	-4.998779297	0.0	Px36y1
W	49.550161777	-4.971313477	0.0	Px37y1
W	49.550161777	-4.943847656	0.0	Px38y1
W	49.550161777	-4.916381836	0.0	Px39y1
W	49.550161777	-4.888916016	0.0	Px40y1
W	49.550161777	-4.861450195	0.0	Px41y1
W	49.550161777	-4.833984375	0.0	Px42y1
W	49.550161777	-4.806518555	0.0	Px43y1
W	49.550161777	-4.779052734	0.0	Px44y1
W	49.550161777	-4.751586914	0.0	Px45y1
W	49.550161777	-4.724121094	0.0	Px46y1
W	49.550161777	-4.696655273	0.0	Px47y1
W	49.550161777	-4.669189453	0.0	Px48y1
W	49.550161777	-4.641723633	0.0	Px49y1
W	49.550161777	-4.614257812	0.0	Px50y1
W	49.550161777	-4.586791992	0.0	Px51y1
W	49.550161777	-4.559326172	0.0	Px52y1
W	49.550161777	-4.531860352	0.0	Px53y1
W	49.550161777	-4.504394531	0.0	Px54y1
W	49.550161777	-4.476928711	0.0	Px55y1
W	49.550161777	-4.449462891	0.0	Px56y1
W	49.550161777	-4.421997070	0.0	Px57y1
W	49.550161777	-4.394531250	0.0	Px58y1
W	49.550161777	-4.367065430	0.0	Px59y1
W	49.550161777	-4.339599609	0.0	Px60y1
W	49.550161777	-4.312133789	0.0	Px61y1
W	49.550161777	-4.284667969	0.0	Px62y1
W	49.550161777	-4.257202148	0.0	Px63y1
W	49.550161777	-4.229736328	0.0	Px64y1
W	49.550161777	-4.202270508	0.0	Px65y1
W	49.550161777	-4.174804688	0.0	Px66y1
W	49.550161777	-4.147338867	0.0	Px67y1
W	49.550161777	-4.119873047	0.0	Px68y1
W	49.550161777	-4.092407227	0.0	Px69y1
W	49.550161777	-4.064941406	0.0	Px70y1
W	49.550161777	-4.037475586	0.0	Px71y1
W	49.550161777	-4.010009766	0.0	Px72y1
W	49.550161777	-3.982543945	0.0	Px73y1
W	49.550161777	-3.955078125	0.0	Px74y1
W	49.550161777	-3.927612305	0.0	Px75y1
W	49.550161777	-3.900146484	0.0	Px76y1
W	49.550161777	-3.872680664	0.0	Px77y1
W	49.550161777	-3.845214844	0.0	Px78y1
W	49.550161777	-3.817749023	0.0	Px79y1
W	49.550161777	-3.790283203	0.0	Px80y1
W	49.550161777	-3.762817383	0.0	Px81y1
W	49.550161777	-3.735351562	0.0	Px82y1
W	49.550161777	-3.707885742	0.0	Px83y1
W	49.550161777	-3.680419922	0.0	Px84y1
W	49.550161777	-3.652954102	0.0	Px85y1
W	49.550161777	-3.625488281	0.0	Px86y1
W	49.550161777	-3.598022461	0.0	Px87y1
W	49.550161777	-3.570556641	0.0	Px88y1
W	49.550161777	-3.543090820	0.0	Px89y1
W	49.550161777	-3.515625000	0.0	Px90y1
W	49.550161777	-3.488159180	0.0	Px91y1
W	49.550161777	-3.460693359	0.0	Px92y1
W	49.550161777	-3.433227539	0.0	Px93y1
W	49.550161777	-3.405761719	0.0	Px94y1
W	49.550161777	-3.378295898	0.0	Px95y1
W	49.550161777	-3.350830078	0.0	Px96y1
W	49.550161777	-3.323364258	0.0	Px97y1
W	49.550161777	-3.295898438	0.0	Px98y1
W	49.550161777	-3.268432617	0.0	Px99y1
W	49.550161777	-3.240966797	0.0	Px100y1
W	49.550161777	-3.213500977	0.0	Px101y1
W	49.550161777	-3.186035156	0.0	Px102y1
W	49.550161777	-3.158569336	0.0	Px103y1
W	49.550161777	-3.131103516	0.0	Px104y1
W	49.550161777	-3.103637695	0.0	Px105y1
W	49.550161777	-3.076171875	0.0	Px106y1
W	49.550161777	-3.048706055	0.0	Px107y1
W	49.550161777	-3.021240234	0.0	Px108y1
W	49.550161777	-2.993774414	0.0	Px109y1
W	49.550161777	-2.966308594	0.0	Px110y1
W	49.550161777	-2.938842773	0.0	Px111y1
W	49.550161777	-2.911376953	0.0	Px112y1
W	49.550161777	-2.883911133	0.0	Px113y1
W	49.550161777	-2.856445312	0.0	Px114y1
W	49.550161777	-2.828979492	0.0	Px115y1
W	49.550161777	-2.801513672	0.0	Px116y1
W	49.550161777	-2.774047852	0.0	Px117y1
W	49.550161777	-2.746582031	0.0	Px118y1
W	49.550161777	-2.719116211	0.0	Px119y1
W	49.550161777	-2.691650391	0.0	Px120y1
W	49.550161777	-2.664184570	0.0	Px121y1
W	49.550161777	-2.636718750	0.0	Px122y1
W	49.550161777	-2.609252930	0.0	Px123y1
W	49.550161777	-2.581787109	0.0	Px124y1
W	49.550161777	-2.554321289	0.0	Px125y1
W	49.550161777	-2.526855469	0.0	Px126y1
W	49.550161777	-2.499389648	0.0	Px127y1
W	49.550161777	-2.471923828	0.0	Px128y1
W	49.550161777	-2.444458008	0.0	Px129y1
W	49.550161777	-2.416992188	0.0	Px130y1
W	49.550161777	-2.389526367	0.0	Px131y1
W	49.550161777	-2.362060547	0.0	Px132y1
W	49.550161777	-2.334594727	0.0	Px133y1
W	49.550161777	-2.307128906	0.0	Px134y1
W	49.550161777	-2.279663086	0.0	Px135y1
W	49.550161777	-2.252197266	0.0	Px136y1
