latitude,longitude,elevation,name
48.485438500298,-4.775276184082,0.0,Px1y1
48.485438500298,-4.7666931152344,0.0,Px2y1
48.485438500298,-4.7581100463867,0.0,Px3y1
48.485438500298,-4.7495269775391,0.0,Px4y1
48.485438500298,-4.7409439086914,0.0,Px5y1
48.485438500298,-4.7323608398438,0.0,Px6y1
48.485438500298,-4.7237777709961,0.0,Px7y1
48.485438500298,-4.7151947021484,0.0,Px8y1
48.485438500298,-4.7066116333008,0.0,Px9y1
48.485438500298,-4.6980285644531,0.0,Px10y1
48.485438500298,-4.6894454956055,0.0,Px11y1
48.485438500298,-4.6808624267578,0.0,Px12y1
48.485438500298,-4.6722793579102,0.0,Px13y1
48.485438500298,-4.6636962890625,0.0,Px14y1
48.485438500298,-4.6551132202148,0.0,Px15y1
48.485438500298,-4.6465301513672,0.0,Px16y1
48.485438500298,-4.6379470825195,0.0,Px17y1
48.485438500298,-4.6293640136719,0.0,Px18y1
48.485438500298,-4.6207809448242,0.0,Px19y1
48.485438500298,-4.6121978759766,0.0,Px20y1
48.485438500298,-4.6036148071289,0.0,Px21y1
48.485438500298,-4.5950317382812,0.0,Px22y1
48.485438500298,-4.5864486694336,0.0,Px23y1
48.485438500298,-4.5778656005859,0.0,Px24y1
48.485438500298,-4.5692825317383,0.0,Px25y1
48.485438500298,-4.5606994628906,0.0,Px26y1
48.485438500298,-4.552116394043,0.0,Px27y1
48.485438500298,-4.5435333251953,0.0,Px28y1
48.485438500298,-4.5349502563476,0.0,Px29y1
48.485438500298,-4.5263671875,0.0,Px30y1
48.485438500298,-4.5177841186523,0.0,Px31y1
48.479749234182,-4.775276184082,0.0,Px1y2
48.479749234182,-4.7666931152344,0.0,Px2y2
48.479749234182,-4.7581100463867,0.0,Px3y2
48.479749234182,-4.7495269775391,0.0,Px4y2
48.479749234182,-4.7409439086914,0.0,Px5y2
48.479749234182,-4.7323608398438,0.0,Px6y2
48.479749234182,-4.7237777709961,0.0,Px7y2
48.479749234182,-4.7151947021484,0.0,Px8y2
48.479749234182,-4.7066116333008,0.0,Px9y2
48.479749234182,-4.6980285644531,0.0,Px10y2
48.479749234182,-4.6894454956055,0.0,Px11y2
48.479749234182,-4.6808624267578,0.0,Px12y2
48.479749234182,-4.6722793579102,0.0,Px13y2
48.479749234182,-4.6636962890625,0.0,Px14y2
48.479749234182,-4.6551132202148,0.0,Px15y2
48.479749234182,-4.6465301513672,0.0,Px16y2
48.479749234182,-4.6379470825195,0.0,Px17y2
48.479749234182,-4.6293640136719,0.0,Px18y2
48.479749234182,-4.6207809448242,0.0,Px19y2
48.479749234182,-4.6121978759766,0.0,Px20y2
48.479749234182,-4.6036148071289,0.0,Px21y2
48.479749234182,-4.5950317382812,0.0,Px22y2
48.479749234182,-4.5864486694336,0.0,Px23y2
48.479749234182,-4.5778656005859,0.0,Px24y2
48.479749234182,-4.5692825317383,0.0,Px25y2
48.479749234182,-4.5606994628906,0.0,Px26y2
48.479749234182,-4.552116394043,0.0,Px27y2
48.479749234182,-4.5435333251953,0.0,Px28y2
48.479749234182,-4.5349502563476,0.0,Px29y2
48.479749234182,-4.5263671875,0.0,Px30y2
48.479749234182,-4.5177841186523,0.0,Px31y2
48.474059329919,-4.775276184082,0.0,Px1y3
48.474059329919,-4.7666931152344,0.0,Px2y3
48.474059329919,-4.7581100463867,0.0,Px3y3
48.474059329919,-4.7495269775391,0.0,Px4y3
48.474059329919,-4.7409439086914,0.0,Px5y3
48.474059329919,-4.7323608398438,0.0,Px6y3
48.474059329919,-4.7237777709961,0.0,Px7y3
48.474059329919,-4.7151947021484,0.0,Px8y3
48.474059329919,-4.7066116333008,0.0,Px9y3
48.474059329919,-4.6980285644531,0.0,Px10y3
48.474059329919,-4.6894454956055,0.0,Px11y3
48.474059329919,-4.6808624267578,0.0,Px12y3
48.474059329919,-4.6722793579102,0.0,Px13y3
48.474059329919,-4.6636962890625,0.0,Px14y3
48.474059329919,-4.6551132202148,0.0,Px15y3
48.474059329919,-4.6465301513672,0.0,Px16y3
48.474059329919,-4.6379470825195,0.0,Px17y3
48.474059329919,-4.6293640136719,0.0,Px18y3
48.474059329919,-4.6207809448242,0.0,Px19y3
48.474059329919,-4.6121978759766,0.0,Px20y3
48.474059329919,-4.6036148071289,0.0,Px21y3
48.474059329919,-4.5950317382812,0.0,Px22y3
48.474059329919,-4.5864486694336,0.0,Px23y3
48.474059329919,-4.5778656005859,0.0,Px24y3
48.474059329919,-4.5692825317383,0.0,Px25y3
48.474059329919,-4.5606994628906,0.0,Px26y3
48.474059329919,-4.552116394043,0.0,Px27y3
48.474059329919,-4.5435333251953,0.0,Px28y3
48.474059329919,-4.5349502563476,0.0,Px29y3
