0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,0.99
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.04,0.04,0.92
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
0.00,0.00,1.00
0.50,0.50,0.00
0.50,0.50,0.00
0.50,0.50,0.00
0.00,0.00,1.00
