type	latitude	longitude	altitude (m)	name
W	48.505687108	-5.147438049	0.0	Px1y1
W	48.505687108	-5.138854980	0.0	Px2y1
W	48.505687108	-5.130271912	0.0	Px3y1
W	48.505687108	-5.121688843	0.0	Px4y1
W	48.505687108	-5.113105774	0.0	Px5y1
W	48.505687108	-5.104522705	0.0	Px6y1
W	48.505687108	-5.095939636	0.0	Px7y1
W	48.505687108	-5.087356567	0.0	Px8y1
W	48.505687108	-5.078773499	0.0	Px9y1
W	48.505687108	-5.070190430	0.0	Px10y1
W	48.505687108	-5.061607361	0.0	Px11y1
W	48.505687108	-5.053024292	0.0	Px12y1
W	48.505687108	-5.044441223	0.0	Px13y1
W	48.505687108	-5.035858154	0.0	Px14y1
W	48.505687108	-5.027275085	0.0	Px15y1
W	48.505687108	-5.018692017	0.0	Px16y1
W	48.505687108	-5.010108948	0.0	Px17y1
W	48.505687108	-5.001525879	0.0	Px18y1
W	48.505687108	-4.992942810	0.0	Px19y1
W	48.505687108	-4.984359741	0.0	Px20y1
W	48.505687108	-4.975776672	0.0	Px21y1
W	48.505687108	-4.967193604	0.0	Px22y1
W	48.505687108	-4.958610535	0.0	Px23y1
W	48.505687108	-4.950027466	0.0	Px24y1
W	48.505687108	-4.941444397	0.0	Px25y1
W	48.505687108	-4.932861328	0.0	Px26y1
W	48.505687108	-4.924278259	0.0	Px27y1
W	48.505687108	-4.915695190	0.0	Px28y1
W	48.505687108	-4.907112122	0.0	Px29y1
W	48.505687108	-4.898529053	0.0	Px30y1
W	48.505687108	-4.889945984	0.0	Px31y1
W	48.500000114	-5.147438049	0.0	Px1y2
W	48.500000114	-5.138854980	0.0	Px2y2
W	48.500000114	-5.130271912	0.0	Px3y2
W	48.500000114	-5.121688843	0.0	Px4y2
W	48.500000114	-5.113105774	0.0	Px5y2
W	48.500000114	-5.104522705	0.0	Px6y2
W	48.500000114	-5.095939636	0.0	Px7y2
W	48.500000114	-5.087356567	0.0	Px8y2
W	48.500000114	-5.078773499	0.0	Px9y2
W	48.500000114	-5.070190430	0.0	Px10y2
W	48.500000114	-5.061607361	0.0	Px11y2
W	48.500000114	-5.053024292	0.0	Px12y2
W	48.500000114	-5.044441223	0.0	Px13y2
W	48.500000114	-5.035858154	0.0	Px14y2
W	48.500000114	-5.027275085	0.0	Px15y2
W	48.500000114	-5.018692017	0.0	Px16y2
W	48.500000114	-5.010108948	0.0	Px17y2
W	48.500000114	-5.001525879	0.0	Px18y2
W	48.500000114	-4.992942810	0.0	Px19y2
W	48.500000114	-4.984359741	0.0	Px20y2
W	48.500000114	-4.975776672	0.0	Px21y2
W	48.500000114	-4.967193604	0.0	Px22y2
W	48.500000114	-4.958610535	0.0	Px23y2
W	48.500000114	-4.950027466	0.0	Px24y2
W	48.500000114	-4.941444397	0.0	Px25y2
W	48.500000114	-4.932861328	0.0	Px26y2
W	48.500000114	-4.924278259	0.0	Px27y2
W	48.500000114	-4.915695190	0.0	Px28y2
W	48.500000114	-4.907112122	0.0	Px29y2
W	48.500000114	-4.898529053	0.0	Px30y2
W	48.500000114	-4.889945984	0.0	Px31y2
W	48.494312481	-5.147438049	0.0	Px1y3
W	48.494312481	-5.138854980	0.0	Px2y3
W	48.494312481	-5.130271912	0.0	Px3y3
