type	latitude	longitude	altitude (m)	name
W	16.615137800	-61.940917969	0.0	Px1y1
W	16.615137800	-61.932678223	0.0	Px2y1
W	16.615137800	-61.924438477	0.0	Px3y1
W	16.615137800	-61.916198730	0.0	Px4y1
W	16.615137800	-61.907958984	0.0	Px5y1
W	16.615137800	-61.899719238	0.0	Px6y1
W	16.615137800	-61.891479492	0.0	Px7y1
W	16.615137800	-61.883239746	0.0	Px8y1
W	16.615137800	-61.875000000	0.0	Px9y1
W	16.615137800	-61.866760254	0.0	Px10y1
W	16.615137800	-61.858520508	0.0	Px11y1
W	16.615137800	-61.850280762	0.0	Px12y1
W	16.615137800	-61.842041016	0.0	Px13y1
W	16.615137800	-61.833801270	0.0	Px14y1
W	16.615137800	-61.825561523	0.0	Px15y1
W	16.615137800	-61.817321777	0.0	Px16y1
W	16.615137800	-61.809082031	0.0	Px17y1
W	16.615137800	-61.800842285	0.0	Px18y1
W	16.615137800	-61.792602539	0.0	Px19y1
W	16.615137800	-61.784362793	0.0	Px20y1
W	16.615137800	-61.776123047	0.0	Px21y1
W	16.615137800	-61.767883301	0.0	Px22y1
W	16.615137800	-61.759643555	0.0	Px23y1
W	16.615137800	-61.751403809	0.0	Px24y1
W	16.615137800	-61.743164062	0.0	Px25y1
W	16.615137800	-61.734924316	0.0	Px26y1
W	16.615137800	-61.726684570	0.0	Px27y1
W	16.615137800	-61.718444824	0.0	Px28y1
W	16.615137800	-61.710205078	0.0	Px29y1
W	16.615137800	-61.701965332	0.0	Px30y1
W	16.615137800	-61.693725586	0.0	Px31y1
W	16.615137800	-61.685485840	0.0	Px32y1
W	16.615137800	-61.677246094	0.0	Px33y1
W	16.615137800	-61.669006348	0.0	Px34y1
W	16.615137800	-61.660766602	0.0	Px35y1
W	16.615137800	-61.652526855	0.0	Px36y1
W	16.615137800	-61.644287109	0.0	Px37y1
W	16.615137800	-61.636047363	0.0	Px38y1
W	16.615137800	-61.627807617	0.0	Px39y1
W	16.615137800	-61.619567871	0.0	Px40y1
W	16.615137800	-61.611328125	0.0	Px41y1
W	16.615137800	-61.603088379	0.0	Px42y1
W	16.615137800	-61.594848633	0.0	Px43y1
W	16.615137800	-61.586608887	0.0	Px44y1
W	16.615137800	-61.578369141	0.0	Px45y1
W	16.615137800	-61.570129395	0.0	Px46y1
W	16.615137800	-61.561889648	0.0	Px47y1
W	16.615137800	-61.553649902	0.0	Px48y1
W	16.615137800	-61.545410156	0.0	Px49y1
W	16.615137800	-61.537170410	0.0	Px50y1
W	16.615137800	-61.528930664	0.0	Px51y1
W	16.615137800	-61.520690918	0.0	Px52y1
W	16.615137800	-61.512451172	0.0	Px53y1
W	16.615137800	-61.504211426	0.0	Px54y1
W	16.615137800	-61.495971680	0.0	Px55y1
W	16.615137800	-61.487731934	0.0	Px56y1
W	16.615137800	-61.479492188	0.0	Px57y1
W	16.615137800	-61.471252441	0.0	Px58y1
W	16.615137800	-61.463012695	0.0	Px59y1
W	16.615137800	-61.454772949	0.0	Px60y1
W	16.615137800	-61.446533203	0.0	Px61y1
W	16.615137800	-61.438293457	0.0	Px62y1
W	16.615137800	-61.430053711	0.0	Px63y1
W	16.615137800	-61.421813965	0.0	Px64y1
W	16.615137800	-61.413574219	0.0	Px65y1
W	16.615137800	-61.405334473	0.0	Px66y1
W	16.615137800	-61.397094727	0.0	Px67y1
W	16.615137800	-61.388854980	0.0	Px68y1
W	16.615137800	-61.380615234	0.0	Px69y1
W	16.615137800	-61.372375488	0.0	Px70y1
W	16.615137800	-61.364135742	0.0	Px71y1
W	16.615137800	-61.355895996	0.0	Px72y1
W	16.615137800	-61.347656250	0.0	Px73y1
W	16.615137800	-61.339416504	0.0	Px74y1
W	16.615137800	-61.331176758	0.0	Px75y1
W	16.615137800	-61.322937012	0.0	Px76y1
W	16.615137800	-61.314697266	0.0	Px77y1
W	16.615137800	-61.306457520	0.0	Px78y1
W	16.615137800	-61.298217773	0.0	Px79y1
W	16.615137800	-61.289978027	0.0	Px80y1
W	16.615137800	-61.281738281	0.0	Px81y1
W	16.615137800	-61.273498535	0.0	Px82y1
W	16.615137800	-61.265258789	0.0	Px83y1
W	16.615137800	-61.257019043	0.0	Px84y1
W	16.615137800	-61.248779297	0.0	Px85y1
W	16.615137800	-61.240539551	0.0	Px86y1
W	16.615137800	-61.232299805	0.0	Px87y1
W	16.615137800	-61.224060059	0.0	Px88y1
W	16.615137800	-61.215820312	0.0	Px89y1
W	16.615137800	-61.207580566	0.0	Px90y1
W	16.615137800	-61.199340820	0.0	Px91y1
W	16.615137800	-61.191101074	0.0	Px92y1
W	16.615137800	-61.182861328	0.0	Px93y1
W	16.615137800	-61.174621582	0.0	Px94y1
W	16.615137800	-61.166381836	0.0	Px95y1
W	16.615137800	-61.158142090	0.0	Px96y1
W	16.615137800	-61.149902344	0.0	Px97y1
W	16.615137800	-61.141662598	0.0	Px98y1
W	16.615137800	-61.133422852	0.0	Px99y1
W	16.615137800	-61.125183105	0.0	Px100y1
W	16.615137800	-61.116943359	0.0	Px101y1
W	16.615137800	-61.108703613	0.0	Px102y1
W	16.615137800	-61.100463867	0.0	Px103y1
W	16.615137800	-61.092224121	0.0	Px104y1
W	16.615137800	-61.083984375	0.0	Px105y1
W	16.615137800	-61.075744629	0.0	Px106y1
W	16.615137800	-61.067504883	0.0	Px107y1
W	16.615137800	-61.059265137	0.0	Px108y1
W	16.615137800	-61.051025391	0.0	Px109y1
W	16.615137800	-61.042785645	0.0	Px110y1
W	16.615137800	-61.034545898	0.0	Px111y1
W	16.615137800	-61.026306152	0.0	Px112y1
W	16.615137800	-61.018066406	0.0	Px113y1
W	16.615137800	-61.009826660	0.0	Px114y1
W	16.615137800	-61.001586914	0.0	Px115y1
W	16.615137800	-60.993347168	0.0	Px116y1
W	16.615137800	-60.985107422	0.0	Px117y1
W	16.615137800	-60.976867676	0.0	Px118y1
W	16.615137800	-60.968627930	0.0	Px119y1
W	16.615137800	-60.960388184	0.0	Px120y1
W	16.615137800	-60.952148438	0.0	Px121y1
W	16.615137800	-60.943908691	0.0	Px122y1
W	16.615137800	-60.935668945	0.0	Px123y1
W	16.615137800	-60.927429199	0.0	Px124y1
W	16.615137800	-60.919189453	0.0	Px125y1
W	16.615137800	-60.910949707	0.0	Px126y1
W	16.615137800	-60.902709961	0.0	Px127y1
W	16.615137800	-60.894470215	0.0	Px128y1
W	16.615137800	-60.886230469	0.0	Px129y1
W	16.615137800	-60.877990723	0.0	Px130y1
W	16.607241925	-61.940917969	0.0	Px1y2
W	16.607241925	-61.932678223	0.0	Px2y2
W	16.607241925	-61.924438477	0.0	Px3y2
W	16.607241925	-61.916198730	0.0	Px4y2
W	16.607241925	-61.907958984	0.0	Px5y2
W	16.607241925	-61.899719238	0.0	Px6y2
W	16.607241925	-61.891479492	0.0	Px7y2
W	16.607241925	-61.883239746	0.0	Px8y2
W	16.607241925	-61.875000000	0.0	Px9y2
W	16.607241925	-61.866760254	0.0	Px10y2
W	16.607241925	-61.858520508	0.0	Px11y2
W	16.607241925	-61.850280762	0.0	Px12y2
